Policy_ID,Trip_Type,Destination,Duration_Days,Premium,Coverage_Amount,Medical_Cover,Trip_Cancellation,Baggage_Loss,Claim_Status,No_Claim_Years
T01547,Domestic,Australia,7,4659.84,316864,Yes,Yes,Yes,No,3
T01548,Domestic,Singapore,1,1670.14,78255,Yes,No,No,No,2
T01549,International,Singapore,18,6532.68,499950,No,No,Yes,No,1
T01550,International,USA,26,5206.33,346944,Yes,No,No,No,2
T01551,International,UK,24,5989.76,165024,No,No,No,Yes,1
T01552,International,UAE,19,7271.0,378092,Yes,No,Yes,No,0
T01553,Domestic,India,21,2692.78,151929,No,No,No,No,5
T01554,International,Australia,22,9544.46,318016,Yes,No,Yes,No,2
T01555,International,UK,18,3621.71,177008,Yes,No,No,Yes,3
T01556,International,UAE,8,1482.38,53550,Yes,No,Yes,No,3
T01557,International,Australia,16,5502.85,232674,No,No,No,No,4
T01558,International,India,22,697.76,38448,Yes,Yes,Yes,No,1
T01559,International,Singapore,17,9385.03,517916,Yes,No,Yes,No,2
T01560,Domestic,UK,12,5757.42,299616,Yes,No,No,No,4
T01561,Domestic,UK,6,9092.11,539619,Yes,No,No,Yes,2
T01562,International,Australia,17,4434.5,122175,Yes,No,No,No,1
T01563,Domestic,Europe,1,1018.37,84396,Yes,No,No,No,3
T01564,Domestic,USA,3,3376.0,131664,Yes,No,No,Yes,0
T01565,International,UK,28,4977.96,301473,Yes,Yes,No,No,3
T01566,International,UK,23,8551.28,491363,No,No,No,No,4
T01567,Domestic,India,15,4674.17,398167,Yes,No,No,No,5
T01568,Domestic,India,3,1789.0,103762,Yes,Yes,No,No,0
T01569,International,UK,3,473.17,15390,Yes,Yes,No,No,4
T01570,International,UAE,7,8659.28,521324,Yes,No,No,No,1
T01571,International,UAE,12,1726.0,81122,Yes,No,No,No,0
T01572,Domestic,Australia,18,3170.18,120295,Yes,No,No,No,4
T01573,Domestic,UAE,17,4789.26,234576,Yes,No,No,No,1
T01574,Domestic,USA,24,3518.18,108402,Yes,No,No,No,3
T01575,International,USA,7,3118.53,113850,Yes,No,No,Yes,5
T01576,International,USA,28,2502.92,79174,Yes,Yes,Yes,No,1
T01577,International,USA,26,8593.66,706892,Yes,No,No,No,2
T01578,International,Singapore,14,2138.36,137466,Yes,Yes,No,No,1
T01579,Domestic,UAE,28,8307.46,220402,No,Yes,No,No,1
T01580,International,Singapore,26,3794.66,188910,Yes,Yes,No,No,5
T01581,International,Europe,26,4570.54,204637,Yes,Yes,No,No,2
T01582,International,Singapore,12,2328.06,174156,No,No,No,No,4
T01583,International,India,25,6155.89,153502,Yes,No,No,No,4
T01584,International,India,4,3413.34,149769,No,No,No,No,1
T01585,Domestic,USA,29,5027.69,225105,Yes,No,No,No,2
T01586,Domestic,UK,4,5576.08,278688,Yes,No,No,No,2
T01587,Domestic,Singapore,8,3507.21,116400,Yes,No,No,No,5
T01588,Domestic,Singapore,6,4314.42,256704,Yes,No,Yes,Yes,3
T01589,International,USA,23,2174.94,124974,Yes,No,No,No,4
T01590,Domestic,Europe,18,6610.37,453406,No,Yes,No,No,5
T01591,Domestic,UK,7,3639.0,163755,Yes,No,No,No,0
T01592,International,UAE,11,2560.49,74952,Yes,No,No,No,4
T01593,Domestic,UAE,8,8995.82,368224,Yes,Yes,No,No,5
T01594,Domestic,Singapore,20,1235.05,65611,Yes,No,No,No,4
T01595,Domestic,Australia,20,7548.36,601500,Yes,No,No,No,3
T01596,International,Singapore,13,2214.0,61992,Yes,No,No,No,0
T01597,International,USA,24,2094.15,106800,Yes,No,Yes,No,3
T01598,International,UAE,29,7918.0,475080,Yes,No,No,No,0
T01599,Domestic,Australia,16,8673.98,354040,Yes,No,No,Yes,1
T01600,Domestic,UK,5,4480.74,153667,Yes,Yes,Yes,No,5
T01601,International,Europe,13,3788.0,261372,Yes,No,No,No,0
T01602,Domestic,UAE,24,2137.45,65859,Yes,No,No,Yes,3
T01603,International,Singapore,2,6284.09,449658,Yes,No,Yes,No,4
T01604,International,UAE,10,3087.0,123480,Yes,No,Yes,No,0
T01605,Domestic,USA,1,5522.05,299341,Yes,No,Yes,No,5
T01606,Domestic,USA,19,5786.0,243012,Yes,Yes,No,Yes,0
T01607,International,India,10,9545.42,308109,Yes,No,Yes,Yes,2
T01608,International,USA,13,7549.58,425620,Yes,No,No,No,4
T01609,International,Australia,22,7872.25,435450,Yes,No,No,No,5
T01610,International,UK,6,5174.95,440825,Yes,No,No,No,5
T01611,Domestic,Australia,26,4793.18,185858,Yes,No,No,No,1
T01612,International,Australia,14,1264.02,94010,Yes,Yes,Yes,No,3
T01613,International,UK,26,8149.68,174636,Yes,No,No,Yes,1
T01614,International,UK,28,1065.72,57771,Yes,Yes,No,No,5
T01615,International,UK,26,2376.02,188048,Yes,Yes,Yes,No,4
T01616,International,India,2,1767.0,136059,Yes,Yes,Yes,Yes,0
T01617,International,India,29,8888.0,577720,Yes,Yes,No,No,0
T01618,Domestic,UK,3,4737.28,354384,Yes,Yes,No,No,4
T01619,International,UK,6,5232.8,324184,Yes,Yes,No,No,5
T01620,International,UK,25,9597.0,259119,Yes,No,No,No,0
T01621,Domestic,Europe,26,7194.0,417252,No,No,Yes,No,0
T01622,International,Europe,29,6522.0,273924,Yes,No,No,No,0
T01623,International,UK,10,6565.76,537152,Yes,Yes,No,Yes,3
T01624,International,Singapore,2,7042.94,336735,No,No,Yes,Yes,3
T01625,Domestic,UK,17,4834.65,181224,No,No,No,No,2
T01626,Domestic,Australia,20,7974.26,227836,Yes,No,No,No,1
T01627,Domestic,Europe,25,7111.46,400920,Yes,No,No,No,4
T01628,Domestic,India,7,4248.43,96726,Yes,No,No,No,4
T01629,International,UAE,26,9031.83,577728,Yes,No,No,No,4
T01630,Domestic,UAE,29,1334.96,63940,Yes,Yes,No,No,2
T01631,Domestic,UK,5,549.66,13432,Yes,No,No,No,3
T01632,Domestic,Europe,6,3371.62,138010,Yes,No,Yes,No,5
T01633,Domestic,Australia,28,1523.11,35385,Yes,Yes,No,No,5
T01634,International,UAE,8,2137.85,138012,Yes,No,No,No,2
T01635,Domestic,UAE,19,6464.84,221712,Yes,Yes,No,No,5
T01636,Domestic,UK,1,3591.7,280368,Yes,No,No,Yes,4
T01637,International,Europe,29,1059.38,79994,Yes,No,Yes,Yes,1
T01638,Domestic,UAE,26,4030.0,257920,Yes,No,No,Yes,0
T01639,Domestic,USA,18,1648.03,38522,Yes,No,No,Yes,3
T01640,Domestic,Australia,20,8670.26,276360,Yes,No,No,No,3
T01641,International,Singapore,27,1634.6,102120,Yes,No,Yes,Yes,2
T01642,International,Europe,15,8442.49,358800,Yes,Yes,No,No,3
T01643,International,India,21,3920.99,174291,Yes,No,No,Yes,4
T01644,Domestic,USA,2,8371.21,370440,Yes,Yes,No,Yes,5
T01645,Domestic,Singapore,3,8846.43,393231,Yes,No,No,No,4
T01646,International,Australia,20,5271.64,137225,Yes,No,No,Yes,2
T01647,International,Europe,23,1310.69,45472,Yes,No,No,No,4
T01648,International,UK,17,1024.14,22660,Yes,No,No,No,5
T01649,International,Europe,3,8940.54,565626,Yes,No,No,No,1
T01650,International,Singapore,22,704.93,15414,Yes,No,Yes,No,2
T01651,Domestic,Australia,7,5960.36,255444,Yes,No,Yes,Yes,1
T01652,International,UAE,8,877.0,40342,Yes,Yes,No,No,0
T01653,Domestic,Singapore,14,2319.66,125451,Yes,No,No,Yes,1
T01654,Domestic,USA,18,3994.0,231652,Yes,No,Yes,Yes,0
T01655,International,USA,5,3498.0,125928,Yes,No,Yes,No,0
T01656,International,Australia,15,5045.04,149292,Yes,Yes,No,No,1
T01657,International,UAE,18,5613.54,122745,Yes,Yes,No,Yes,2
T01658,International,Singapore,25,5442.51,421470,Yes,No,No,Yes,5
T01659,International,Singapore,21,7128.98,224141,Yes,No,No,No,4
T01660,International,India,23,2433.21,76502,Yes,No,Yes,No,4
T01661,International,USA,22,463.71,40527,Yes,Yes,Yes,No,5
T01662,Domestic,Europe,24,1666.0,36652,Yes,No,Yes,No,0
T01663,International,UAE,27,7979.0,478740,Yes,No,No,No,0
T01664,International,UK,1,838.43,29682,Yes,Yes,No,No,2
T01665,Domestic,Singapore,17,6048.1,212058,Yes,No,No,No,3
T01666,International,Australia,8,7338.24,149760,Yes,Yes,No,Yes,1
T01667,Domestic,Singapore,29,3960.0,201960,Yes,Yes,No,No,0
T01668,International,Australia,24,7852.12,391598,Yes,No,No,Yes,4
T01669,Domestic,India,10,1942.89,50575,Yes,Yes,Yes,No,2
T01670,International,India,19,6225.94,203296,Yes,No,No,No,1
T01671,International,India,28,2157.06,130268,Yes,No,Yes,No,2
T01672,Domestic,USA,22,7496.02,535430,Yes,No,No,No,1
T01673,International,Europe,29,3736.74,278349,Yes,No,No,No,1
T01674,International,Europe,9,4446.39,329573,No,No,No,No,5
T01675,International,UAE,7,4821.0,139809,Yes,No,No,No,0
T01676,International,Australia,16,2681.44,195440,Yes,Yes,Yes,No,2
T01677,International,Singapore,27,576.24,24000,Yes,No,Yes,No,2
T01678,International,Europe,22,6704.38,163174,Yes,No,Yes,No,5
T01679,International,UK,25,5355.27,383196,Yes,Yes,No,No,4
T01680,Domestic,Europe,3,5512.07,352584,Yes,Yes,Yes,Yes,4
T01681,International,India,13,576.0,13248,Yes,Yes,No,No,0
T01682,International,UAE,26,5309.0,323849,No,Yes,No,No,0
T01683,Domestic,UAE,13,8366.26,586674,Yes,Yes,Yes,No,3
T01684,International,USA,20,8928.93,760606,Yes,No,No,Yes,5
T01685,International,Singapore,4,1540.35,50100,Yes,Yes,No,Yes,4
T01686,Domestic,Singapore,24,684.04,16752,Yes,No,No,No,1
T01687,International,UAE,15,6828.44,206190,Yes,No,No,No,2
T01688,Domestic,Singapore,13,5737.0,160636,Yes,No,No,Yes,0
T01689,Domestic,UAE,1,1219.71,26670,Yes,No,No,Yes,2
T01690,International,UK,2,2492.24,202410,Yes,Yes,No,Yes,2
T01691,International,UAE,7,2329.45,170775,Yes,No,No,No,3
T01692,International,Singapore,10,4498.39,253604,Yes,Yes,Yes,No,4
T01693,International,USA,20,9305.0,651350,Yes,No,No,No,0
T01694,Domestic,Australia,8,7812.85,195240,Yes,No,Yes,No,2
T01695,International,Europe,17,8116.0,267828,Yes,No,No,No,0
T01696,International,USA,26,3969.98,141785,No,Yes,No,No,1
T01697,International,UAE,9,8034.96,230499,Yes,Yes,No,No,3
T01698,International,USA,21,1780.66,109020,Yes,No,No,No,1
T01699,International,UAE,9,1767.0,49476,Yes,Yes,Yes,No,0
T01700,Domestic,USA,2,925.0,48100,Yes,No,No,No,0
T01701,International,Singapore,18,7945.28,223964,Yes,Yes,No,No,4
T01702,International,Australia,25,9049.85,376920,Yes,No,No,No,2
T01703,International,USA,16,4995.04,182035,Yes,No,Yes,No,2
T01704,International,India,24,9534.42,758862,Yes,Yes,No,No,1
T01705,Domestic,UK,14,4147.83,215943,Yes,No,No,No,3
T01706,International,USA,10,3383.38,295697,No,No,No,No,5
T01707,Domestic,Singapore,15,4071.14,135648,Yes,Yes,Yes,No,2
T01708,International,Europe,2,6995.24,318528,Yes,No,No,No,4
T01709,Domestic,USA,26,7890.96,185196,Yes,Yes,No,No,1
T01710,Domestic,UK,14,8298.64,211700,Yes,No,No,No,1
T01711,Domestic,USA,26,1882.87,156225,Yes,No,No,No,5
T01712,Domestic,Singapore,24,8875.03,346392,Yes,No,No,No,4
T01713,International,India,19,3147.35,113696,Yes,No,Yes,No,3
T01714,International,Singapore,29,2523.6,93024,Yes,No,No,No,4
T01715,International,UK,1,4673.96,317824,Yes,Yes,No,No,3
T01716,Domestic,Australia,6,1469.33,124254,Yes,Yes,No,No,4
T01717,Domestic,Europe,6,7587.4,255006,Yes,No,No,No,4
T01718,International,USA,3,5034.0,161088,Yes,No,No,No,0
T01719,Domestic,Europe,15,2919.42,125118,Yes,No,Yes,No,1
T01720,Domestic,Europe,13,7115.15,431984,Yes,No,No,No,4
T01721,Domestic,USA,19,2227.26,170016,Yes,No,Yes,Yes,5
T01722,International,UK,13,4538.05,191880,No,No,No,No,4
T01723,International,Europe,23,2629.58,128686,Yes,Yes,No,Yes,2
T01724,International,India,13,6076.0,409200,Yes,No,No,No,1
T01725,International,UAE,17,4297.79,156625,Yes,No,No,No,2
T01726,International,Singapore,7,2319.66,82845,Yes,Yes,No,No,1
T01727,International,India,29,6195.54,458021,Yes,Yes,No,No,2
T01728,International,Australia,29,2014.45,98280,No,No,No,No,4
T01729,International,UK,24,6143.89,133220,Yes,Yes,No,No,4
T01730,Domestic,Singapore,7,5710.0,365440,Yes,Yes,No,No,0
T01731,Domestic,USA,1,5060.15,431046,No,Yes,No,No,5
T01732,International,USA,27,4157.57,99567,Yes,No,No,No,2
T01733,International,USA,25,8754.03,223224,No,No,No,Yes,3
T01734,International,India,25,807.0,42771,Yes,No,No,No,0
T01735,Domestic,UK,21,8109.62,607968,Yes,No,No,Yes,2
T01736,Domestic,UAE,2,8406.38,630216,No,No,No,No,2
T01737,International,Australia,3,2581.0,110983,Yes,No,No,No,0
T01738,International,UK,11,753.57,28595,Yes,No,No,No,4
T01739,International,Australia,16,9217.92,748644,Yes,No,No,No,2
T01740,Domestic,Europe,27,7740.51,579048,Yes,No,No,No,4
T01741,International,USA,10,748.0,38148,No,Yes,No,No,0
T01742,Domestic,India,5,4631.21,241008,Yes,No,No,No,4
T01743,International,Singapore,21,7169.68,182900,Yes,No,No,No,1
T01744,International,Singapore,26,4227.83,251552,Yes,No,No,No,3
T01745,Domestic,Singapore,1,8234.47,445848,Yes,No,Yes,No,2
T01746,Domestic,Europe,17,4233.06,341859,Yes,No,No,No,5
T01747,International,Australia,16,3102.17,243904,Yes,No,No,No,3
T01748,International,UK,13,8867.65,634524,No,No,No,No,4
T01749,Domestic,USA,23,4135.48,249748,Yes,No,No,No,2
T01750,Domestic,USA,18,4967.87,269300,Yes,No,No,No,4
T01751,International,Australia,27,1732.64,42432,Yes,No,No,No,1
T01752,Domestic,UK,7,4359.0,209232,Yes,Yes,Yes,No,0
T01753,Domestic,Australia,22,3644.72,204930,Yes,Yes,No,No,2
T01754,International,India,26,7180.46,564179,Yes,No,No,No,1
T01755,Domestic,USA,2,4067.98,236607,Yes,Yes,No,Yes,1
T01756,International,UK,28,8773.25,703395,Yes,No,Yes,Yes,2
T01757,Domestic,USA,1,2505.15,111356,No,Yes,Yes,Yes,4
T01758,International,Singapore,11,8429.06,317050,Yes,Yes,Yes,No,5
T01759,Domestic,Europe,23,2738.12,97790,Yes,No,No,No,1
T01760,International,Singapore,21,7466.48,483913,Yes,No,No,No,3
T01761,International,Singapore,13,1044.68,54366,Yes,Yes,No,No,1
T01762,International,India,16,7884.0,462266,Yes,No,No,No,5
T01763,Domestic,USA,2,6941.74,195676,Yes,No,Yes,Yes,4
T01764,International,UK,26,1407.53,44254,Yes,No,Yes,No,4
T01765,International,UAE,6,7225.53,583452,Yes,No,Yes,No,3
T01766,Domestic,Singapore,16,6572.86,489611,Yes,No,No,No,1
T01767,International,Europe,5,5003.85,358050,Yes,No,No,Yes,4
T01768,International,Singapore,14,6741.44,492228,No,No,No,No,5
T01769,International,UAE,25,1832.44,101124,Yes,No,No,No,2
T01770,International,Singapore,20,6851.0,335699,Yes,No,No,No,0
T01771,Domestic,Australia,3,8363.0,284342,Yes,No,No,Yes,0
T01772,International,UK,27,1357.0,50209,Yes,No,No,No,0
T01773,International,Singapore,26,8922.9,264045,Yes,Yes,No,No,1
T01774,International,Europe,7,5986.92,419826,Yes,No,No,No,3
T01775,Domestic,India,18,6952.81,324134,Yes,Yes,No,No,4
T01776,Domestic,UAE,29,7566.99,606683,Yes,Yes,No,No,2
T01777,Domestic,UK,23,6768.56,254592,Yes,Yes,No,No,5
T01778,Domestic,USA,20,2943.63,239070,Yes,No,No,No,2
T01779,Domestic,India,2,5735.38,171315,Yes,No,No,No,5
T01780,International,Europe,12,1127.0,86250,Yes,No,Yes,No,1
T01781,International,USA,12,5819.0,366597,Yes,Yes,Yes,No,0
T01782,International,Singapore,4,2165.8,148070,Yes,Yes,No,No,1
T01783,International,India,20,7768.6,569526,Yes,No,No,No,3
T01784,International,USA,25,7615.18,582552,Yes,No,No,No,3
T01785,International,Singapore,3,5257.2,267536,Yes,Yes,No,No,5
T01786,International,Europe,15,5553.58,439533,Yes,Yes,No,No,4
T01787,Domestic,USA,15,6342.2,357552,Yes,Yes,No,Yes,4
T01788,International,Australia,28,7023.46,372960,Yes,No,No,No,5
T01789,Domestic,USA,26,4674.9,139076,Yes,No,No,No,3
T01790,International,Australia,4,5666.92,361260,Yes,No,No,No,3
T01791,International,India,4,1560.5,127666,Yes,Yes,No,No,3
T01792,International,Singapore,19,9556.96,594872,Yes,No,No,No,1
T01793,International,UK,17,2605.22,210368,Yes,Yes,No,No,3
T01794,International,India,3,7723.54,273428,No,Yes,No,No,2
T01795,International,India,17,3935.0,263645,Yes,No,No,No,0
T01796,International,USA,2,5562.44,135930,Yes,Yes,No,No,3
T01797,Domestic,UK,6,4200.52,329937,Yes,No,No,No,5
T01798,International,Australia,16,4036.0,88792,Yes,No,No,No,0
T01799,International,Singapore,29,3073.28,106624,Yes,No,No,No,1
T01800,Domestic,UK,12,7168.09,523380,Yes,Yes,No,No,5
T01801,International,UK,16,2920.0,195640,Yes,No,No,No,0
T01802,Domestic,Australia,25,8853.0,695374,Yes,No,Yes,No,5
T01803,International,India,25,8601.46,175540,Yes,Yes,No,No,1
T01804,Domestic,Europe,3,6549.93,334180,Yes,Yes,No,Yes,2
T01805,International,UK,8,7112.84,210482,Yes,Yes,No,No,1
T01806,Domestic,Europe,19,960.4,48020,No,No,No,No,1
T01807,International,Australia,20,1954.28,153502,No,No,No,No,5
T01808,Domestic,India,28,6033.21,235476,No,No,No,No,4
T01809,International,USA,11,6796.35,166083,Yes,Yes,No,No,3
T01810,International,India,21,6574.23,544830,Yes,Yes,No,No,3
T01811,Domestic,Europe,3,2074.46,105840,Yes,No,No,No,2
T01812,International,UAE,14,9342.77,515584,No,No,No,No,2
T01813,International,India,24,5402.44,361620,Yes,Yes,No,No,3
T01814,International,India,23,4639.51,331980,Yes,No,No,No,4
T01815,Domestic,Europe,26,6436.81,499247,Yes,No,No,No,3
T01816,International,USA,17,553.42,14400,No,No,No,Yes,4
T01817,International,Australia,27,3909.79,191337,Yes,No,No,No,2
T01818,Domestic,Europe,8,5201.0,353668,Yes,No,No,No,0
T01819,International,UK,19,7573.95,385434,No,No,No,No,5
T01820,Domestic,UAE,14,3193.33,83125,No,Yes,No,No,2
T01821,Domestic,India,5,4682.91,170660,Yes,No,No,No,2
T01822,International,Australia,22,4934.3,362520,Yes,Yes,No,No,1
T01823,International,Europe,11,8282.96,507120,Yes,No,No,No,1
T01824,International,UAE,14,5765.34,276501,Yes,Yes,No,No,1
T01825,International,UAE,18,8802.38,759564,Yes,Yes,No,No,5
T01826,Domestic,Singapore,1,9785.3,379430,Yes,No,No,No,1
T01827,International,Europe,15,6369.87,310770,Yes,Yes,No,No,4
T01828,International,India,29,5527.62,299523,Yes,Yes,Yes,Yes,3
T01829,Domestic,Singapore,28,3430.0,140630,Yes,No,No,Yes,0
T01830,Domestic,USA,21,8468.81,599624,Yes,No,No,Yes,2
T01831,International,UK,5,4876.56,126888,Yes,No,No,No,4
T01832,International,UK,8,9770.0,322410,Yes,No,No,Yes,0
T01833,Domestic,Europe,29,8254.27,527991,Yes,No,No,No,4
T01834,International,India,29,5961.27,471799,Yes,No,No,No,4
T01835,International,India,15,6064.93,435735,Yes,No,No,No,2
T01836,International,UAE,13,6497.99,338296,Yes,No,No,Yes,3
T01837,Domestic,UK,17,7013.86,536775,Yes,No,No,No,1
T01838,International,India,19,3128.47,183433,Yes,No,No,No,5
T01839,Domestic,Singapore,19,5907.86,175756,Yes,Yes,No,No,3
T01840,International,USA,16,3904.03,241864,Yes,No,Yes,No,5
T01841,International,Singapore,20,3724.43,143486,No,Yes,No,No,2
T01842,International,Australia,19,4180.62,161061,Yes,No,No,No,2
T01843,Domestic,USA,13,1890.07,131856,Yes,Yes,No,No,2
T01844,International,Singapore,21,4914.0,113022,Yes,No,No,Yes,0
T01845,International,USA,1,1483.33,108306,Yes,No,No,Yes,5
T01846,Domestic,UAE,19,4199.6,330188,Yes,No,No,No,3
T01847,Domestic,UK,25,8991.21,745134,Yes,No,Yes,No,3
T01848,International,Australia,16,4683.79,111716,Yes,No,Yes,Yes,4
T01849,International,India,17,2286.55,166093,Yes,No,No,No,4
T01850,International,Europe,20,6372.64,462903,Yes,No,No,No,4
T01851,Domestic,UAE,26,7280.79,159201,Yes,Yes,No,Yes,2
T01852,Domestic,USA,26,6620.34,351700,Yes,No,No,Yes,3
T01853,Domestic,USA,8,3911.27,186061,Yes,No,No,No,5
T01854,International,UAE,23,6980.19,436080,Yes,No,No,No,2
T01855,Domestic,UAE,16,966.0,44436,Yes,Yes,No,No,0
T01856,Domestic,Singapore,10,1362.34,76804,No,No,No,Yes,4
T01857,Domestic,Australia,1,9157.41,343260,Yes,Yes,No,No,2
T01858,Domestic,USA,27,5195.76,330010,Yes,No,No,Yes,2
T01859,International,UAE,13,3935.0,125920,Yes,No,No,No,0
T01860,International,India,9,1981.56,48528,No,No,Yes,No,1
T01861,International,India,19,8906.5,321742,Yes,Yes,No,Yes,3
T01862,Domestic,USA,20,6605.85,577332,No,No,No,Yes,5
T01863,Domestic,Europe,4,2992.92,112998,Yes,No,No,Yes,1
T01864,International,India,20,3460.73,213864,No,No,No,Yes,4
T01865,Domestic,India,19,9536.77,486570,Yes,No,No,Yes,2
T01866,International,Singapore,17,7845.0,604065,No,Yes,Yes,No,0
T01867,Domestic,UAE,22,3919.0,290006,Yes,No,No,No,0
T01868,International,Europe,23,3965.24,84260,Yes,No,No,No,3
T01869,International,USA,2,1334.76,53118,Yes,No,No,Yes,1
T01870,International,Australia,1,4797.26,244656,Yes,Yes,No,Yes,3
T01871,International,Australia,25,626.18,27384,Yes,No,No,No,2
T01872,International,India,22,3813.71,186392,No,No,Yes,No,3
T01873,International,Europe,7,5851.08,233028,No,Yes,No,No,5
T01874,International,UK,13,4285.0,282810,Yes,No,No,No,0
T01875,Domestic,USA,27,2644.0,60812,Yes,No,No,No,0
T01876,International,Singapore,19,7885.33,427450,No,Yes,No,Yes,4
T01877,International,UK,8,6226.91,148522,No,No,No,No,4
T01878,International,Singapore,11,3589.01,127058,Yes,No,No,No,2
T01879,International,India,22,2736.17,172539,Yes,Yes,No,No,5
T01880,International,Europe,19,807.52,24720,Yes,No,No,No,1
T01881,Domestic,USA,14,2037.68,106085,Yes,No,No,Yes,3
T01882,International,Singapore,26,4757.82,153574,Yes,No,No,No,2
T01883,International,Australia,24,950.04,30900,Yes,No,No,No,4
T01884,Domestic,India,2,4975.14,343590,Yes,No,No,No,3
T01885,International,UAE,12,1380.79,101796,Yes,Yes,No,No,4
T01886,International,USA,21,7845.78,658544,Yes,Yes,No,Yes,3
T01887,Domestic,Australia,10,9068.92,231350,Yes,No,No,No,1
T01888,Domestic,USA,21,4328.52,139717,Yes,Yes,No,Yes,2
T01889,Domestic,UAE,8,2156.27,153497,Yes,No,No,No,3
T01890,International,Australia,24,3142.93,135603,No,No,No,Yes,5
T01891,International,India,8,6654.0,192966,Yes,No,No,No,0
T01892,Domestic,India,19,3342.7,144222,Yes,No,No,Yes,5
T01893,Domestic,Europe,11,7231.37,272000,Yes,No,No,No,5
T01894,International,Australia,16,8842.0,654308,Yes,No,No,Yes,0
T01895,International,UK,2,6674.55,568568,Yes,Yes,Yes,No,5
T01896,Domestic,USA,24,7698.01,458024,Yes,Yes,Yes,No,3
T01897,International,Australia,19,1323.32,50616,Yes,No,No,No,3
T01898,International,India,6,7798.72,306582,Yes,No,No,No,3
T01899,Domestic,Europe,7,1777.0,124390,Yes,Yes,No,No,0
T01900,International,UAE,2,5864.64,207616,Yes,No,No,No,5
T01901,International,Singapore,10,7601.0,288838,Yes,No,No,No,0
T01902,Domestic,India,1,8629.79,485957,Yes,No,No,No,3
T01903,International,UK,14,8305.22,560468,Yes,No,Yes,No,5
T01904,International,UK,9,3329.14,173101,Yes,Yes,No,Yes,5
T01905,International,USA,13,3483.78,147303,Yes,No,No,Yes,4
T01906,International,USA,26,2665.64,173400,Yes,No,No,No,4
T01907,International,USA,13,3737.72,152560,Yes,No,Yes,No,1
T01908,Domestic,Australia,2,9381.19,283272,Yes,No,Yes,No,2
T01909,International,India,7,8866.73,249938,Yes,Yes,No,No,4
T01910,International,USA,13,7448.0,148960,Yes,No,No,No,0
T01911,Domestic,Singapore,27,5263.96,382369,No,No,No,Yes,4
T01912,International,UAE,16,4319.84,101384,Yes,No,No,No,1
