Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B03415,Professional Indemnity,Healthcare,219,119739.34,4520771,Low,Yes,1
B03416,Professional Indemnity,Manufacturing,433,143251.0,2721769,Medium,No,0
B03417,Professional Indemnity,IT,97,26173.12,851280,High,No,4
B03418,Liability,Construction,377,129094.84,3566186,High,Yes,3
B03419,Professional Indemnity,IT,206,106016.35,2345700,Medium,No,5
B03420,Workers Compensation,Healthcare,17,46328.29,2067366,Medium,No,3
B03421,Liability,IT,216,81854.55,2263875,High,No,5
B03422,Liability,IT,23,82220.0,2055500,Medium,No,0
B03423,Liability,Manufacturing,22,82972.8,4146912,Medium,Yes,2
B03424,Professional Indemnity,Healthcare,41,121743.44,4969120,Medium,No,1
B03425,Workers Compensation,IT,396,92373.29,1275885,Medium,No,3
B03426,Professional Indemnity,Construction,469,33136.08,1293300,Medium,Yes,4
B03427,Liability,Construction,191,78576.93,1564722,Medium,No,5
B03428,Liability,IT,154,180985.24,7063848,Medium,No,4
B03429,Workers Compensation,Healthcare,225,33618.8,560080,Low,No,2
B03430,Liability,Construction,82,66311.63,2494240,Medium,No,5
B03431,Workers Compensation,Manufacturing,152,137190.03,1894906,Medium,No,3
B03432,Professional Indemnity,Retail,484,59003.0,1475075,Low,Yes,0
B03433,Workers Compensation,Retail,450,159529.11,4323900,Low,No,4
B03434,Professional Indemnity,IT,360,93170.32,2619324,Medium,No,2
B03435,Professional Indemnity,Manufacturing,99,123231.21,1963965,Medium,No,3
B03436,Liability,Construction,395,42796.94,1909782,Medium,No,3
B03437,Liability,Retail,209,22032.36,819315,Medium,Yes,3
B03438,Liability,Retail,397,114048.94,5210525,Medium,Yes,3
B03439,Professional Indemnity,Manufacturing,335,173737.19,7880364,Medium,No,5
B03440,Professional Indemnity,Healthcare,273,99656.23,1482362,Medium,No,3
B03441,Liability,Construction,460,69611.13,1056580,Medium,No,4
B03442,Workers Compensation,Healthcare,29,77372.71,3544772,Medium,Yes,2
B03443,Workers Compensation,Construction,385,172532.27,9352679,Medium,No,5
B03444,Liability,Construction,335,173056.03,6803153,Medium,No,3
B03445,Professional Indemnity,Construction,100,52626.98,1557329,High,No,1
B03446,Liability,Retail,137,92711.92,3311140,High,Yes,1
B03447,Workers Compensation,Retail,259,120995.03,2393696,High,No,2
B03448,Liability,Manufacturing,47,118687.0,1186870,Low,No,0
B03449,Workers Compensation,Retail,136,148712.0,4163936,Medium,No,0
B03450,Workers Compensation,Manufacturing,238,129803.93,3302823,Medium,No,5
B03451,Workers Compensation,Healthcare,125,39525.74,612178,Medium,No,5
B03452,Liability,Healthcare,366,64831.91,3227535,High,No,5
B03453,Workers Compensation,IT,375,72594.0,1597068,Medium,Yes,0
B03454,Liability,IT,356,155900.36,3022558,Medium,No,1
B03455,Workers Compensation,Manufacturing,209,132659.0,4775724,Medium,No,0
B03456,Professional Indemnity,IT,230,19614.16,786805,High,No,4
B03457,Workers Compensation,Construction,361,179226.49,2285100,High,No,3
B03458,Workers Compensation,Retail,314,136210.92,5575493,Low,Yes,5
B03459,Workers Compensation,Construction,240,145170.34,4888389,Low,No,1
B03460,Liability,Healthcare,78,38123.08,952680,High,Yes,2
B03461,Liability,IT,37,37153.07,541590,Medium,No,2
B03462,Professional Indemnity,IT,489,35900.83,1869056,High,No,3
B03463,Liability,Manufacturing,292,96211.5,3632475,Medium,Yes,1
B03464,Liability,Retail,198,23628.0,401676,High,Yes,0
B03465,Liability,Manufacturing,340,68974.0,2207168,Medium,Yes,0
B03466,Workers Compensation,Healthcare,175,80453.56,959475,Medium,No,4
B03467,Workers Compensation,Healthcare,268,183655.49,9159198,Low,Yes,4
B03468,Workers Compensation,Healthcare,141,49522.0,693308,High,Yes,0
B03469,Professional Indemnity,Manufacturing,214,127618.91,2923382,Low,No,2
B03470,Liability,Retail,289,102173.78,1921578,Medium,No,5
B03471,Liability,IT,86,61541.47,2691318,Medium,No,2
B03472,Liability,IT,126,100754.89,4478635,Low,Yes,4
B03473,Professional Indemnity,Retail,104,118112.07,3137300,Medium,No,3
B03474,Liability,Healthcare,341,145966.0,6130572,Medium,Yes,0
B03475,Professional Indemnity,Construction,217,182199.07,9086564,Medium,No,4
B03476,Liability,Manufacturing,450,109453.74,1661324,Medium,Yes,4
B03477,Workers Compensation,IT,383,65082.3,1656000,Medium,No,5
B03478,Workers Compensation,Construction,177,120901.0,5561446,High,No,0
B03479,Professional Indemnity,IT,447,69470.83,1844520,High,No,5
B03480,Workers Compensation,IT,54,183676.0,3857196,Medium,No,0
B03481,Workers Compensation,Manufacturing,271,150704.39,6668920,Medium,No,5
B03482,Liability,Healthcare,107,79604.67,2486610,Low,No,2
B03483,Liability,IT,56,128603.53,3689253,Low,No,3
B03484,Professional Indemnity,IT,121,98467.51,3557080,Medium,No,3
B03485,Liability,IT,242,149638.0,4938054,Medium,No,0
B03486,Professional Indemnity,Manufacturing,133,118848.52,2789302,Low,No,1
B03487,Professional Indemnity,Construction,282,20897.17,724992,Medium,No,4
B03488,Workers Compensation,Manufacturing,83,125775.04,4908996,High,No,4
B03489,Liability,IT,350,44896.0,1975424,Medium,No,0
B03490,Workers Compensation,Manufacturing,46,86605.56,1532976,High,No,5
B03491,Liability,IT,363,188731.34,8666235,Low,No,1
B03492,Liability,Construction,157,133874.96,5436405,High,Yes,2
B03493,Liability,Healthcare,401,154065.16,4772348,Low,No,5
B03494,Workers Compensation,Retail,470,178270.36,9072074,Low,No,5
B03495,Professional Indemnity,Construction,161,42423.0,806037,Medium,No,0
B03496,Liability,Retail,228,78717.0,1495623,Low,No,0
B03497,Professional Indemnity,Healthcare,140,28701.33,1338031,Medium,No,4
B03498,Liability,Healthcare,130,66659.0,1066544,Medium,No,0
B03499,Workers Compensation,IT,255,174272.0,1742720,High,No,0
B03500,Liability,Construction,428,173126.0,1731260,Low,No,0
B03501,Liability,Construction,300,131305.56,5836637,Low,No,4
B03502,Liability,IT,335,96609.52,2917197,Medium,No,2
B03503,Workers Compensation,Healthcare,366,154398.71,7395190,Low,No,2
B03504,Professional Indemnity,Manufacturing,222,89545.0,3134075,Medium,No,0
B03505,Professional Indemnity,IT,40,88533.51,3359475,High,No,4
B03506,Liability,Manufacturing,235,74712.4,1867032,Medium,No,2
B03507,Workers Compensation,IT,166,71291.33,946428,Medium,No,5
B03508,Liability,Construction,248,191050.45,5172128,Low,No,2
B03509,Liability,Retail,299,104224.53,4774968,Medium,No,2
B03510,Liability,IT,499,31784.81,344600,Medium,Yes,4
B03511,Professional Indemnity,Retail,184,118906.26,3025535,Medium,No,5
B03512,Professional Indemnity,Retail,438,131312.02,6406380,Low,No,4
B03513,Workers Compensation,Construction,483,130730.0,4052630,High,No,0
B03514,Professional Indemnity,Healthcare,90,157324.01,4346004,Low,Yes,3
B03515,Professional Indemnity,Retail,110,89850.22,1029105,Medium,No,2
B03516,Liability,Manufacturing,133,86716.72,3869670,Low,No,3
B03517,Liability,IT,212,161063.01,3841618,Low,No,4
B03518,Workers Compensation,Healthcare,131,160025.34,8327712,High,No,4
B03519,Professional Indemnity,Construction,225,44913.8,1460820,Medium,No,4
B03520,Professional Indemnity,Healthcare,266,92654.71,4725312,High,No,3
B03521,Professional Indemnity,IT,20,18657.66,222508,Low,Yes,4
B03522,Professional Indemnity,Manufacturing,264,50871.0,1322646,High,No,0
B03523,Liability,Retail,239,130583.35,3964072,Medium,Yes,4
B03524,Professional Indemnity,Manufacturing,144,48528.62,1832203,Low,No,1
B03525,Liability,Construction,356,138808.88,3097122,High,No,3
B03526,Workers Compensation,Manufacturing,413,125733.02,2822578,Low,No,1
B03527,Liability,Construction,181,127567.21,4010816,Medium,No,4
B03528,Workers Compensation,Retail,372,138746.0,6521062,Low,Yes,0
B03529,Workers Compensation,Retail,273,39188.16,1183316,High,Yes,2
B03530,Professional Indemnity,Manufacturing,109,154061.55,4090488,Medium,No,5
B03531,Professional Indemnity,Manufacturing,411,52216.79,2657282,Medium,Yes,5
B03532,Professional Indemnity,Manufacturing,340,36196.49,1687449,Medium,No,4
B03533,Professional Indemnity,Healthcare,446,59434.0,832076,Medium,No,0
B03534,Liability,Retail,432,56115.75,775086,Medium,No,3
B03535,Professional Indemnity,IT,224,40927.74,1211127,Medium,No,1
B03536,Workers Compensation,Healthcare,495,74562.32,2206436,Low,Yes,1
B03537,Liability,Construction,485,112607.88,2987556,Medium,No,1
B03538,Professional Indemnity,Healthcare,347,22022.01,374368,High,No,3
B03539,Liability,Manufacturing,420,89346.24,2075703,Medium,No,5
B03540,Liability,Retail,155,48054.0,528594,High,No,0
B03541,Workers Compensation,Healthcare,10,177393.99,6785208,High,No,3
B03542,Liability,Healthcare,281,108929.94,3445743,Medium,No,1
B03543,Liability,Retail,16,22408.93,923210,Low,No,4
B03544,Liability,Retail,127,56197.81,585150,Medium,Yes,2
B03545,Liability,Healthcare,297,164029.06,1742780,Low,No,3
B03546,Liability,Healthcare,394,170344.46,6696556,High,No,3
B03547,Liability,Manufacturing,170,91021.0,3185735,High,No,0
B03548,Workers Compensation,Retail,223,62848.0,2639616,Medium,Yes,0
B03549,Professional Indemnity,Construction,69,109429.57,3720544,Low,No,3
B03550,Workers Compensation,Healthcare,114,154599.9,5836935,High,Yes,1
B03551,Workers Compensation,IT,408,178394.3,3343500,Low,No,2
B03552,Liability,Manufacturing,407,92263.0,1752997,Medium,No,0
B03553,Liability,IT,170,169363.6,8468180,High,No,1
B03554,Professional Indemnity,Construction,163,123449.75,4550560,Low,No,4
B03555,Professional Indemnity,Manufacturing,457,192036.0,3456648,Medium,Yes,0
B03556,Professional Indemnity,IT,374,71665.44,804408,Medium,No,1
B03557,Professional Indemnity,Retail,39,150443.72,2456224,High,No,1
B03558,Workers Compensation,Healthcare,380,98461.17,3075630,Low,No,2
B03559,Workers Compensation,Healthcare,479,183317.31,1908760,Low,Yes,2
B03560,Liability,Healthcare,166,121058.98,3674944,High,No,4
B03561,Workers Compensation,Retail,228,155597.54,4921963,High,No,1
B03562,Liability,Retail,15,135525.75,5397516,Medium,No,5
B03563,Professional Indemnity,Construction,108,147447.86,1955941,Medium,No,1
B03564,Workers Compensation,Construction,284,189687.64,2370108,Low,No,2
B03565,Workers Compensation,Manufacturing,421,111000.57,2701578,Medium,No,5
B03566,Workers Compensation,Retail,157,36257.0,725140,Low,Yes,0
B03567,Professional Indemnity,IT,202,128453.0,5908838,High,No,0
B03568,Professional Indemnity,Healthcare,232,47270.43,1908512,Low,No,3
B03569,Professional Indemnity,Manufacturing,163,179757.11,6738084,High,No,2
B03570,Liability,IT,34,32998.19,420720,Low,No,3
B03571,Liability,Manufacturing,389,142050.25,5500215,Medium,No,5
B03572,Liability,Construction,387,126785.29,2640260,High,No,2
B03573,Liability,IT,32,112923.69,2815844,Medium,Yes,4
B03574,Professional Indemnity,Construction,105,73902.78,904932,Medium,No,1
B03575,Professional Indemnity,Retail,481,108211.31,3050294,Low,Yes,4
B03576,Workers Compensation,IT,117,114282.71,4804340,High,Yes,5
B03577,Professional Indemnity,Healthcare,379,26405.24,632362,Medium,No,2
B03578,Workers Compensation,Manufacturing,465,93382.25,1033080,High,Yes,5
B03579,Professional Indemnity,IT,404,155082.06,1582470,Medium,No,1
B03580,Professional Indemnity,Manufacturing,164,65053.0,1561272,Medium,No,0
B03581,Professional Indemnity,Healthcare,37,192303.0,6730605,Low,No,0
B03582,Workers Compensation,Manufacturing,324,126658.29,5324598,Low,No,5
B03583,Workers Compensation,IT,52,34155.86,471770,Medium,No,3
B03584,Professional Indemnity,Manufacturing,231,46903.05,1953480,Low,No,2
B03585,Liability,IT,313,152619.08,1748032,Low,Yes,2
B03586,Workers Compensation,Healthcare,45,122653.0,3924896,High,No,0
B03587,Liability,Healthcare,475,96356.11,4283106,Medium,No,4
B03588,Workers Compensation,Healthcare,157,61429.34,3008784,Low,No,1
B03589,Liability,Manufacturing,415,163244.41,2654760,Low,No,4
B03590,Liability,Healthcare,425,77454.02,2183298,High,No,4
B03591,Workers Compensation,Construction,330,26112.46,1415512,Medium,No,5
B03592,Professional Indemnity,Retail,147,109516.0,1095160,High,No,0
B03593,Professional Indemnity,Construction,291,42256.0,718352,High,No,0
B03594,Professional Indemnity,Manufacturing,427,148417.0,6381931,High,No,0
B03595,Workers Compensation,Retail,24,110921.02,2576931,Medium,Yes,5
B03596,Workers Compensation,Healthcare,206,161221.48,4624965,High,Yes,3
B03597,Liability,Manufacturing,487,120658.67,1438954,Medium,No,4
B03598,Professional Indemnity,Manufacturing,162,155131.79,5148630,Medium,No,5
B03599,Professional Indemnity,Healthcare,340,98731.04,1233624,Low,Yes,2
B03600,Liability,IT,60,168188.58,3775662,Medium,No,1
B03601,Professional Indemnity,Retail,318,175476.78,7830522,Low,Yes,3
B03602,Workers Compensation,Manufacturing,271,145985.6,2584085,Low,No,2
B03603,Workers Compensation,Construction,383,142190.43,5241372,Medium,No,4
B03604,Liability,Construction,472,24631.0,985240,Medium,No,0
B03605,Professional Indemnity,IT,299,42418.79,2253461,Low,No,4
B03606,Workers Compensation,Manufacturing,312,178697.91,2174612,Low,No,5
B03607,Professional Indemnity,Healthcare,68,179027.38,6028473,Medium,No,1
B03608,Liability,Construction,363,136397.13,6035800,Medium,No,5
B03609,Liability,Retail,159,168351.01,5544970,Low,Yes,3
B03610,Liability,Construction,376,171576.48,5833504,Medium,Yes,3
B03611,Liability,Healthcare,215,83713.56,3075192,Medium,No,1
B03612,Professional Indemnity,Healthcare,382,66454.88,2560215,Medium,Yes,2
B03613,Professional Indemnity,Healthcare,261,154711.8,5799276,Low,Yes,2
B03614,Workers Compensation,IT,369,151661.8,6928934,Low,No,3
B03615,Liability,Manufacturing,173,153242.06,2116621,Medium,No,3
B03616,Professional Indemnity,IT,430,52625.0,1473500,Medium,No,0
B03617,Professional Indemnity,Manufacturing,409,115854.97,5669704,Medium,No,2
B03618,Liability,IT,39,33124.0,777400,High,Yes,1
B03619,Professional Indemnity,Manufacturing,426,190616.35,3969520,High,Yes,2
B03620,Liability,Retail,108,165933.0,4646124,Low,No,0
B03621,Liability,Healthcare,397,57718.05,2937238,Low,No,5
B03622,Workers Compensation,Retail,492,157373.89,6688280,Low,No,3
B03623,Professional Indemnity,IT,247,181102.28,2309016,Low,No,3
B03624,Liability,Retail,402,83688.0,4100712,High,No,0
B03625,Professional Indemnity,Manufacturing,175,28944.3,354420,Low,No,1
B03626,Liability,IT,422,70728.7,1653256,Medium,Yes,3
B03627,Professional Indemnity,Healthcare,81,70759.47,2991885,High,No,4
B03628,Professional Indemnity,IT,60,170287.99,2352064,Medium,No,3
B03629,Liability,IT,61,157285.91,3751528,Medium,No,4
B03630,Workers Compensation,IT,430,174995.0,8224765,Medium,No,0
B03631,Workers Compensation,Construction,309,36254.0,580064,Low,No,0
B03632,Professional Indemnity,Manufacturing,57,144434.38,2915721,Medium,Yes,3
B03633,Professional Indemnity,Construction,252,50464.22,2364525,Low,Yes,2
B03634,Liability,Construction,278,118021.62,4862290,Low,Yes,4
B03635,Workers Compensation,IT,351,81451.72,2327192,Medium,No,1
B03636,Professional Indemnity,Retail,232,83554.32,1775500,High,No,3
B03637,Professional Indemnity,Retail,81,136630.62,6552693,High,No,1
B03638,Liability,Healthcare,151,177730.93,6042752,Low,Yes,3
B03639,Liability,IT,269,86484.98,4412499,Medium,No,2
B03640,Liability,Manufacturing,10,96305.07,3710212,Medium,No,2
B03641,Liability,Healthcare,319,21614.76,517638,Medium,No,2
B03642,Professional Indemnity,Healthcare,256,40518.25,1210275,Medium,No,5
B03643,Professional Indemnity,IT,211,53346.38,2721754,Medium,No,2
B03644,Liability,Healthcare,363,157782.0,7415754,Low,No,0
B03645,Liability,Healthcare,425,52006.0,1924222,Medium,No,0
B03646,Professional Indemnity,Manufacturing,130,67990.21,827387,Low,Yes,5
B03647,Liability,Retail,491,141011.64,2446080,High,Yes,4
B03648,Liability,Retail,257,33278.84,1528110,Medium,No,1
B03649,Workers Compensation,IT,293,186018.13,9091486,High,No,3
B03650,Professional Indemnity,Retail,358,181083.46,3655562,Medium,No,3
B03651,Workers Compensation,IT,37,117877.6,2216919,Medium,No,5
B03652,Liability,Retail,453,117474.0,1527162,Medium,No,0
B03653,Professional Indemnity,Healthcare,327,74406.87,3636576,High,Yes,3
B03654,Workers Compensation,Construction,378,185844.0,3716880,Low,No,0
B03655,Workers Compensation,Construction,34,87345.5,2178031,Low,No,4
B03656,Professional Indemnity,Retail,431,177658.32,8339064,Low,No,1
B03657,Liability,Manufacturing,168,97285.86,1687584,High,No,4
B03658,Professional Indemnity,Manufacturing,173,91548.19,2025580,High,No,5
B03659,Workers Compensation,IT,445,152154.25,3010132,Medium,Yes,2
B03660,Liability,Construction,362,172467.67,7183160,Medium,Yes,2
B03661,Liability,Manufacturing,36,111258.5,3591226,Medium,Yes,2
B03662,Workers Compensation,Healthcare,389,31433.38,783817,Medium,Yes,4
B03663,Professional Indemnity,Manufacturing,310,134600.81,2002154,Medium,Yes,3
B03664,Workers Compensation,Construction,49,45087.84,1794312,Medium,No,1
B03665,Workers Compensation,IT,29,94929.78,1878036,Medium,No,2
B03666,Liability,IT,223,30563.37,1149608,Medium,Yes,5
B03667,Liability,Healthcare,43,106925.69,2010947,Medium,No,5
B03668,Liability,Construction,78,138470.47,4757940,Low,Yes,2
B03669,Liability,IT,49,62445.21,2275700,Medium,No,2
B03670,Workers Compensation,Manufacturing,152,24440.22,773109,Medium,No,1
B03671,Workers Compensation,Manufacturing,408,143061.18,2234400,Low,No,2
B03672,Professional Indemnity,Construction,40,127694.0,4560500,Low,Yes,1
B03673,Workers Compensation,Healthcare,302,33556.25,853829,High,No,5
B03674,Professional Indemnity,Manufacturing,304,29161.59,1153832,Medium,No,2
B03675,Workers Compensation,Manufacturing,267,95927.21,4680045,Low,No,4
B03676,Liability,Retail,10,40507.64,1756680,Medium,No,4
B03677,Liability,Construction,80,42234.8,2102580,Low,No,5
B03678,Liability,Construction,192,98499.8,3517850,High,No,1
B03679,Liability,Retail,385,151283.14,2460240,Low,No,4
B03680,Workers Compensation,Retail,155,188415.78,2307132,Medium,No,1
B03681,Professional Indemnity,IT,249,183471.94,6763076,Low,No,4
B03682,Liability,Construction,62,169556.17,6433945,Medium,No,4
B03683,Professional Indemnity,Construction,225,64048.88,2483528,Medium,No,1
B03684,Professional Indemnity,Healthcare,248,70208.22,3207585,High,No,3
B03685,Professional Indemnity,Manufacturing,187,105500.47,4346440,Medium,No,4
B03686,Workers Compensation,Healthcare,267,36476.95,949525,High,No,2
B03687,Liability,Healthcare,20,179574.71,6953170,Medium,No,5
B03688,Workers Compensation,Retail,88,52174.04,1884756,Medium,No,3
B03689,Workers Compensation,Healthcare,91,131349.4,1474330,Medium,No,1
B03690,Liability,Manufacturing,82,44837.45,1619726,Medium,No,3
B03691,Workers Compensation,Construction,490,57186.0,1887138,Low,No,0
