Policy_ID,Sub_Type,Property_Type,Property_Value,Annual_Premium,Risk_Type,Location,Claim_Status,No_Claim_Years
PR01725,Fire Insurance,Shop,8888969,61976.53,Theft,Urban,No,2
PR01726,Fire Insurance,Factory,1227460,7875.28,Theft,Urban,No,1
PR01727,Home Insurance,Apartment,6569216,46208.69,Flood,Industrial,Yes,2
PR01728,Home Insurance,Warehouse,978796,3691.32,Earthquake,Coastal,No,4
PR01729,Theft Insurance,House,6154080,37048.76,Flood,Urban,No,4
PR01730,Home Insurance,Factory,5803895,20161.0,Theft,Rural,Yes,0
PR01731,Theft Insurance,Warehouse,3463531,11368.61,Flood,Coastal,No,5
PR01732,Home Insurance,Shop,4013967,14488.59,Flood,Urban,No,2
PR01733,Theft Insurance,House,3393877,25479.01,Fire,Rural,No,3
PR01734,Fire Insurance,Shop,506371,3695.0,Earthquake,Urban,Yes,0
PR01735,Fire Insurance,Warehouse,9186869,81606.15,Earthquake,Rural,No,2
PR01736,Home Insurance,House,1767341,11349.05,Earthquake,Coastal,Yes,2
PR01737,Home Insurance,Apartment,1027846,7092.0,Fire,Urban,No,0
PR01738,Home Insurance,Shop,8314650,59402.35,Earthquake,Urban,No,4
PR01739,Theft Insurance,Factory,9414268,71055.19,Fire,Rural,No,2
PR01740,Home Insurance,Apartment,294650,2410.15,Flood,Coastal,No,4
PR01741,Home Insurance,Shop,3589459,16833.0,Fire,Rural,No,0
PR01742,Home Insurance,Shop,4243641,36496.26,Fire,Coastal,No,4
PR01743,Home Insurance,Apartment,980034,4991.14,Fire,Urban,Yes,1
PR01744,Theft Insurance,House,4210674,37135.67,Flood,Rural,Yes,3
PR01745,Home Insurance,Warehouse,5483498,25741.6,Theft,Urban,No,2
PR01746,Fire Insurance,Apartment,7749548,45285.53,Fire,Coastal,No,5
PR01747,Theft Insurance,Apartment,8463806,31302.16,Fire,Rural,No,3
PR01748,Home Insurance,Warehouse,1023527,6040.59,Earthquake,Rural,No,4
PR01749,Fire Insurance,House,3959249,13486.9,Flood,Coastal,No,2
PR01750,Home Insurance,Warehouse,6391087,36097.8,Theft,Urban,Yes,4
PR01751,Home Insurance,Shop,9875799,49336.14,Flood,Urban,No,1
PR01752,Home Insurance,Warehouse,8173520,54695.0,Theft,Urban,No,0
PR01753,Home Insurance,Apartment,2382547,10339.67,Fire,Urban,No,2
PR01754,Theft Insurance,Shop,1579505,11695.32,Theft,Coastal,No,1
PR01755,Theft Insurance,Shop,3666906,31986.22,Theft,Rural,Yes,1
PR01756,Fire Insurance,Apartment,768407,5971.77,Earthquake,Rural,Yes,2
PR01757,Fire Insurance,House,8678755,34368.36,Flood,Coastal,No,4
PR01758,Home Insurance,Shop,2257835,9544.5,Flood,Urban,No,5
PR01759,Home Insurance,House,4854561,26036.64,Earthquake,Industrial,No,1
PR01760,Fire Insurance,House,6419253,49445.52,Earthquake,Coastal,No,3
PR01761,Fire Insurance,Shop,2978156,6171.06,Theft,Rural,Yes,1
PR01762,Home Insurance,Shop,1607184,13113.18,Flood,Industrial,No,5
PR01763,Home Insurance,Shop,7293828,18139.29,Theft,Coastal,No,4
PR01764,Home Insurance,Shop,558677,1229.52,Theft,Industrial,No,4
PR01765,Home Insurance,Shop,6872545,40092.9,Fire,Coastal,No,3
PR01766,Home Insurance,Factory,7936939,28967.82,Fire,Industrial,No,1
PR01767,Home Insurance,House,4328559,24948.21,Fire,Industrial,No,4
PR01768,Home Insurance,Warehouse,2388173,12688.34,Earthquake,Rural,No,5
PR01769,Theft Insurance,Warehouse,5648320,24175.19,Earthquake,Industrial,No,2
PR01770,Home Insurance,Apartment,2791873,17716.0,Earthquake,Rural,Yes,0
PR01771,Theft Insurance,House,3882027,33394.0,Flood,Urban,No,0
PR01772,Home Insurance,Factory,5985747,42376.0,Fire,Industrial,No,0
PR01773,Fire Insurance,Shop,6946768,45119.2,Fire,Rural,No,1
PR01774,Home Insurance,Factory,7536519,31240.04,Earthquake,Urban,No,3
PR01775,Home Insurance,Apartment,6710500,27590.8,Flood,Rural,No,4
PR01776,Fire Insurance,Shop,3497253,21775.15,Flood,Rural,Yes,2
PR01777,Theft Insurance,Shop,9376900,58974.5,Theft,Rural,No,5
PR01778,Fire Insurance,House,6157389,23608.55,Earthquake,Industrial,No,2
PR01779,Fire Insurance,Warehouse,6348905,23506.46,Fire,Rural,No,5
PR01780,Home Insurance,Warehouse,5173590,25030.18,Fire,Industrial,Yes,1
PR01781,Home Insurance,Warehouse,6976130,27192.0,Earthquake,Coastal,No,0
PR01782,Theft Insurance,Factory,2172852,11643.38,Fire,Rural,No,1
PR01783,Home Insurance,Factory,2150599,7666.95,Fire,Urban,Yes,3
PR01784,Fire Insurance,Warehouse,5700964,39198.76,Flood,Coastal,No,3
PR01785,Fire Insurance,Factory,6080452,28710.33,Fire,Industrial,No,5
PR01786,Home Insurance,Factory,1351863,7249.81,Theft,Urban,Yes,4
PR01787,Home Insurance,Warehouse,8547576,51145.31,Earthquake,Industrial,No,4
PR01788,Fire Insurance,House,8186264,47108.74,Theft,Urban,No,5
PR01789,Fire Insurance,Shop,1135121,6277.75,Earthquake,Coastal,No,3
PR01790,Home Insurance,Warehouse,1108071,5419.38,Fire,Urban,No,3
PR01791,Theft Insurance,Factory,367187,2185.45,Theft,Rural,Yes,3
PR01792,Home Insurance,Apartment,8550392,25234.02,Earthquake,Coastal,No,1
PR01793,Fire Insurance,Shop,3510645,17500.52,Theft,Industrial,No,3
PR01794,Home Insurance,Apartment,7071392,46756.11,Theft,Urban,No,2
PR01795,Fire Insurance,Shop,8452079,49138.0,Earthquake,Rural,No,0
PR01796,Home Insurance,Factory,6046923,27908.23,Flood,Industrial,No,3
PR01797,Home Insurance,Warehouse,7903434,16044.59,Theft,Rural,No,5
PR01798,Theft Insurance,Factory,1352115,9548.0,Fire,Coastal,No,0
PR01799,Fire Insurance,House,5885677,40744.48,Fire,Urban,No,1
PR01800,Home Insurance,Warehouse,9236190,40294.08,Earthquake,Coastal,No,5
PR01801,Theft Insurance,Apartment,4171006,26049.0,Theft,Coastal,No,0
PR01802,Home Insurance,House,8900618,65903.96,Flood,Rural,No,5
PR01803,Theft Insurance,Factory,9824852,65932.44,Fire,Rural,No,1
PR01804,Home Insurance,Apartment,3036405,8172.04,Theft,Coastal,No,2
PR01805,Home Insurance,House,837003,3970.96,Earthquake,Urban,No,1
PR01806,Fire Insurance,House,7305855,61386.22,Fire,Rural,No,1
PR01807,Home Insurance,House,8323670,73786.15,Theft,Urban,No,5
PR01808,Home Insurance,House,6013759,15410.93,Earthquake,Industrial,No,4
PR01809,Home Insurance,House,2293802,18998.9,Flood,Coastal,No,3
PR01810,Fire Insurance,Apartment,9780531,67016.64,Fire,Coastal,No,3
PR01811,Fire Insurance,Apartment,1903899,12198.04,Flood,Rural,No,2
PR01812,Fire Insurance,Apartment,9062812,46661.03,Theft,Urban,No,2
PR01813,Home Insurance,Factory,2007547,5668.8,Flood,Rural,No,3
PR01814,Fire Insurance,Factory,6989732,62424.03,Flood,Urban,No,4
PR01815,Theft Insurance,Factory,8465746,60953.48,Theft,Urban,No,3
PR01816,Home Insurance,Factory,345861,3129.6,Earthquake,Rural,No,4
PR01817,Fire Insurance,Warehouse,7881538,45920.57,Flood,Urban,No,2
PR01818,Home Insurance,Warehouse,336572,2624.0,Flood,Rural,Yes,0
PR01819,Fire Insurance,House,2045944,9053.67,Fire,Rural,No,5
PR01820,Theft Insurance,Warehouse,9891855,33632.25,Fire,Coastal,No,2
PR01821,Home Insurance,Apartment,1650632,13603.11,Fire,Urban,No,2
PR01822,Home Insurance,House,6177421,52167.36,Fire,Rural,No,1
PR01823,Fire Insurance,Warehouse,7611621,35479.92,Fire,Rural,No,1
PR01824,Home Insurance,Warehouse,9228103,40837.58,Earthquake,Industrial,No,1
PR01825,Home Insurance,Warehouse,676850,3222.48,Earthquake,Urban,No,5
PR01826,Fire Insurance,House,952836,7743.96,Flood,Rural,No,1
PR01827,Home Insurance,House,9335633,74284.76,Flood,Coastal,No,4
PR01828,Home Insurance,Factory,9942378,80519.92,Earthquake,Rural,No,3
PR01829,Home Insurance,Apartment,685606,5838.0,Earthquake,Coastal,No,0
PR01830,Home Insurance,House,6836765,17867.28,Fire,Urban,No,2
PR01831,Theft Insurance,Warehouse,8223449,41890.27,Earthquake,Rural,Yes,4
PR01832,Theft Insurance,House,7377740,36664.0,Theft,Rural,No,0
PR01833,Fire Insurance,Factory,989016,3787.24,Theft,Urban,No,4
PR01834,Fire Insurance,Factory,4240651,34822.17,Theft,Coastal,No,4
PR01835,Theft Insurance,Shop,9956064,29498.69,Flood,Rural,Yes,2
PR01836,Fire Insurance,Shop,8749120,36248.13,Earthquake,Urban,No,3
PR01837,Theft Insurance,Factory,3839124,14958.72,Earthquake,Coastal,No,1
PR01838,Home Insurance,Shop,3944206,32036.76,Fire,Industrial,Yes,5
PR01839,Fire Insurance,Factory,5270244,33354.9,Fire,Industrial,No,3
PR01840,Fire Insurance,Apartment,3926215,32243.76,Earthquake,Coastal,No,5
PR01841,Home Insurance,House,4189652,15619.95,Theft,Rural,Yes,2
PR01842,Home Insurance,Warehouse,2736684,25069.32,Flood,Rural,No,2
PR01843,Home Insurance,Warehouse,1684745,9167.98,Earthquake,Industrial,No,2
PR01844,Fire Insurance,Apartment,585828,5170.0,Earthquake,Urban,No,0
PR01845,Theft Insurance,Factory,4922450,27418.63,Fire,Industrial,No,5
PR01846,Theft Insurance,House,7828284,54170.31,Earthquake,Industrial,No,3
PR01847,Home Insurance,Apartment,8978751,83710.56,Fire,Coastal,No,3
PR01848,Fire Insurance,Shop,1479644,11338.67,Earthquake,Urban,No,4
PR01849,Home Insurance,Shop,8917880,66489.83,Theft,Coastal,Yes,4
PR01850,Home Insurance,Shop,1072984,2918.37,Earthquake,Industrial,Yes,4
PR01851,Home Insurance,Warehouse,900231,4680.99,Earthquake,Industrial,No,2
PR01852,Home Insurance,Apartment,3064815,10129.11,Fire,Urban,No,3
PR01853,Fire Insurance,Warehouse,5463025,30521.79,Earthquake,Industrial,No,5
PR01854,Theft Insurance,Apartment,7643644,15975.29,Earthquake,Coastal,No,2
PR01855,Fire Insurance,Factory,7195467,26704.0,Flood,Rural,No,0
PR01856,Fire Insurance,Shop,4151628,8688.71,Fire,Urban,No,4
PR01857,Theft Insurance,Factory,7711882,68980.73,Fire,Rural,No,2
PR01858,Fire Insurance,Factory,5450575,49540.31,Earthquake,Rural,No,2
PR01859,Home Insurance,House,7643711,51494.0,Theft,Coastal,No,0
PR01860,Home Insurance,Warehouse,8057769,60921.7,Earthquake,Urban,No,1
PR01861,Home Insurance,Shop,2959989,6346.46,Earthquake,Urban,No,3
PR01862,Home Insurance,House,5115297,25117.25,Theft,Rural,No,5
PR01863,Home Insurance,Factory,7737646,17607.66,Fire,Industrial,Yes,1
PR01864,Home Insurance,Factory,4352898,24053.52,Theft,Industrial,No,4
PR01865,Home Insurance,Shop,2229252,16335.44,Earthquake,Rural,No,2
PR01866,Theft Insurance,Factory,2267246,19005.0,Flood,Industrial,No,0
PR01867,Home Insurance,Shop,9925689,94829.0,Flood,Industrial,No,0
PR01868,Home Insurance,House,6406297,35251.41,Flood,Urban,Yes,3
PR01869,Theft Insurance,Warehouse,9113926,53550.14,Earthquake,Industrial,No,1
PR01870,Theft Insurance,House,8854947,30689.45,Fire,Industrial,No,3
PR01871,Home Insurance,Apartment,520221,4188.3,Flood,Coastal,Yes,2
PR01872,Home Insurance,Warehouse,1783712,12654.33,Flood,Coastal,No,3
PR01873,Home Insurance,Factory,6390607,34259.5,Earthquake,Industrial,Yes,5
PR01874,Theft Insurance,Factory,5020685,20165.0,Flood,Rural,Yes,0
PR01875,Fire Insurance,House,7451773,73377.0,Earthquake,Urban,No,0
PR01876,Fire Insurance,Factory,6363648,39298.42,Fire,Coastal,No,4
PR01877,Theft Insurance,Factory,671202,6001.85,Earthquake,Industrial,No,4
PR01878,Home Insurance,House,4252079,38456.34,Fire,Rural,No,2
PR01879,Theft Insurance,Warehouse,4509702,23810.18,Fire,Rural,Yes,5
PR01880,Home Insurance,Warehouse,6064356,41443.22,Fire,Coastal,Yes,1
PR01881,Fire Insurance,Shop,3171711,9379.92,Earthquake,Coastal,No,3
PR01882,Home Insurance,House,4773282,28452.81,Theft,Industrial,No,2
PR01883,Theft Insurance,Factory,1257141,4845.2,Fire,Coastal,No,4
PR01884,Home Insurance,Factory,3245710,24605.58,Fire,Urban,No,3
PR01885,Home Insurance,Warehouse,6217978,32856.6,Flood,Urban,No,4
PR01886,Home Insurance,Shop,9932242,50823.43,Flood,Industrial,No,3
PR01887,Fire Insurance,Factory,5249919,47665.24,Flood,Coastal,No,1
PR01888,Home Insurance,Warehouse,639527,2206.04,Fire,Rural,No,2
PR01889,Fire Insurance,Apartment,1857652,5474.91,Fire,Urban,No,3
PR01890,Home Insurance,Apartment,1884887,14198.79,Theft,Urban,No,5
PR01891,Home Insurance,Apartment,5233286,10686.0,Flood,Rural,No,0
PR01892,Theft Insurance,Shop,7451789,53079.13,Fire,Rural,Yes,5
PR01893,Home Insurance,Shop,7960034,24954.54,Earthquake,Urban,No,5
PR01894,Home Insurance,Factory,7908007,59124.0,Flood,Coastal,No,0
PR01895,Fire Insurance,House,2346437,13011.94,Earthquake,Urban,Yes,5
PR01896,Theft Insurance,Warehouse,8640690,58919.56,Earthquake,Coastal,Yes,3
PR01897,Home Insurance,House,5959063,32823.13,Fire,Coastal,Yes,3
PR01898,Home Insurance,Shop,2616869,20746.7,Fire,Rural,No,3
PR01899,Fire Insurance,House,6972017,44255.0,Theft,Rural,No,0
PR01900,Fire Insurance,Warehouse,1201665,5543.75,Theft,Industrial,No,5
PR01901,Home Insurance,Factory,6347191,30930.0,Fire,Urban,No,0
PR01902,Home Insurance,Factory,8789990,81361.34,Flood,Industrial,No,3
PR01903,Home Insurance,Shop,2766569,7444.69,Fire,Coastal,Yes,5
PR01904,Fire Insurance,Shop,8478754,29881.81,Theft,Urban,No,5
PR01905,Home Insurance,Warehouse,4271476,17384.8,Flood,Industrial,No,4
PR01906,Home Insurance,Shop,5819418,20822.46,Fire,Industrial,No,4
PR01907,Home Insurance,Shop,7911215,40838.56,Fire,Industrial,No,1
PR01908,Fire Insurance,Shop,8420769,17270.87,Earthquake,Coastal,No,2
PR01909,Theft Insurance,Apartment,307948,1437.05,Flood,Rural,No,4
PR01910,Fire Insurance,House,7491679,34899.0,Theft,Industrial,No,0
PR01911,Theft Insurance,House,6112769,12713.92,Flood,Coastal,No,4
PR01912,Fire Insurance,Factory,1379307,12126.52,Fire,Urban,No,1
PR01913,Fire Insurance,House,3594470,30469.36,Flood,Rural,No,5
PR01914,Home Insurance,Factory,4659937,19005.14,Earthquake,Urban,No,1
PR01915,Theft Insurance,Apartment,4747247,31948.18,Earthquake,Coastal,No,5
PR01916,Fire Insurance,House,7761909,69426.54,Theft,Urban,No,5
PR01917,Fire Insurance,Factory,2160220,8062.56,Theft,Rural,No,2
PR01918,Home Insurance,Apartment,1075072,8449.81,Theft,Rural,Yes,4
PR01919,Fire Insurance,Factory,527622,5210.0,Earthquake,Industrial,Yes,0
PR01920,Home Insurance,House,5054403,47918.0,Flood,Urban,No,0
PR01921,Home Insurance,House,2675808,18111.36,Earthquake,Rural,No,3
PR01922,Theft Insurance,Apartment,6295395,18719.3,Flood,Coastal,Yes,5
PR01923,Home Insurance,Apartment,5496939,31984.0,Flood,Coastal,No,0
PR01924,Fire Insurance,Warehouse,1297606,6900.47,Flood,Coastal,No,2
PR01925,Home Insurance,Warehouse,1549527,4533.16,Fire,Rural,Yes,5
PR01926,Fire Insurance,House,5516584,28093.62,Fire,Industrial,No,2
PR01927,Home Insurance,Shop,9122360,27337.0,Flood,Coastal,No,0
PR01928,Home Insurance,Factory,9005243,34081.0,Flood,Industrial,No,0
PR01929,Fire Insurance,Apartment,8515179,49289.28,Theft,Industrial,No,3
PR01930,Theft Insurance,Factory,287171,2378.0,Fire,Rural,No,0
PR01931,Home Insurance,House,6171784,55480.85,Theft,Coastal,No,5
PR01932,Fire Insurance,House,6063417,33227.22,Flood,Rural,No,5
PR01933,Fire Insurance,Warehouse,5591852,45883.92,Fire,Rural,No,5
PR01934,Fire Insurance,Shop,2646852,13514.58,Earthquake,Industrial,No,3
PR01935,Fire Insurance,Warehouse,5477010,27358.57,Flood,Coastal,Yes,3
PR01936,Home Insurance,Warehouse,1783101,14578.0,Theft,Urban,No,0
PR01937,Home Insurance,Apartment,1433899,3525.06,Earthquake,Coastal,No,1
PR01938,Home Insurance,House,9999086,68005.14,Flood,Coastal,No,1
PR01939,Fire Insurance,Warehouse,2968826,18303.36,Earthquake,Industrial,No,3
PR01940,Fire Insurance,House,7710215,37396.0,Theft,Rural,No,0
PR01941,Home Insurance,House,4352314,14513.8,Flood,Industrial,No,1
PR01942,Fire Insurance,Factory,5132356,40334.0,Fire,Urban,No,0
PR01943,Fire Insurance,Warehouse,585027,3924.0,Fire,Rural,No,0
PR01944,Theft Insurance,Apartment,1122070,3129.0,Earthquake,Rural,No,0
PR01945,Theft Insurance,Warehouse,9922861,84511.06,Theft,Rural,No,4
PR01946,Home Insurance,Warehouse,6742765,47866.22,Flood,Rural,No,5
PR01947,Fire Insurance,Shop,3193318,12904.0,Flood,Industrial,No,0
PR01948,Fire Insurance,Warehouse,1846258,4436.59,Earthquake,Industrial,No,4
PR01949,Home Insurance,Apartment,6614200,33621.26,Theft,Urban,Yes,3
PR01950,Home Insurance,Warehouse,8942759,29599.92,Fire,Rural,Yes,1
PR01951,Home Insurance,Factory,3098014,7105.72,Earthquake,Industrial,No,5
PR01952,Home Insurance,Apartment,4877907,24669.54,Fire,Urban,No,1
PR01953,Home Insurance,Shop,3717994,32817.75,Fire,Urban,No,5
PR01954,Home Insurance,Shop,555886,3189.9,Fire,Coastal,No,1
PR01955,Home Insurance,House,6720450,26139.58,Theft,Coastal,Yes,5
PR01956,Fire Insurance,Apartment,2122749,17865.4,Theft,Rural,No,1
PR01957,Home Insurance,Factory,9648541,32527.18,Theft,Coastal,No,1
PR01958,Fire Insurance,Factory,3266034,7506.8,Earthquake,Rural,No,1
PR01959,Theft Insurance,Apartment,704914,1515.08,Fire,Coastal,No,1
PR01960,Home Insurance,House,285697,1833.44,Flood,Rural,No,3
PR01961,Home Insurance,Shop,7748791,22997.0,Fire,Rural,No,0
PR01962,Home Insurance,Apartment,5519444,15236.75,Fire,Rural,No,2
PR01963,Theft Insurance,Apartment,2120069,4430.13,Flood,Rural,No,4
PR01964,Home Insurance,Warehouse,3450960,9174.7,Flood,Coastal,No,2
PR01965,Fire Insurance,Warehouse,4823734,29629.3,Earthquake,Urban,No,2
PR01966,Home Insurance,Apartment,566150,1891.0,Fire,Coastal,No,5
PR01967,Home Insurance,Factory,2181146,15771.0,Earthquake,Rural,No,0
PR01968,Fire Insurance,Apartment,5739931,45680.54,Fire,Rural,No,5
PR01969,Home Insurance,Factory,1903403,14529.0,Fire,Urban,No,0
PR01970,Home Insurance,Factory,6869348,16012.0,Theft,Industrial,No,0
PR01971,Theft Insurance,Factory,4615782,27354.74,Earthquake,Rural,No,1
PR01972,Home Insurance,Shop,5326240,12522.56,Fire,Rural,No,3
PR01973,Fire Insurance,Apartment,7511560,31649.1,Earthquake,Urban,No,1
PR01974,Fire Insurance,Apartment,595602,3735.59,Earthquake,Coastal,No,3
PR01975,Fire Insurance,Warehouse,376082,2880.8,Fire,Coastal,No,5
PR01976,Fire Insurance,Factory,8717844,33785.03,Flood,Industrial,No,3
PR01977,Fire Insurance,Warehouse,4474128,31987.05,Earthquake,Coastal,No,5
PR01978,Home Insurance,Factory,5184783,12092.4,Fire,Industrial,No,2
PR01979,Home Insurance,Apartment,3970532,19829.38,Theft,Rural,No,2
PR01980,Fire Insurance,Apartment,2572197,6648.58,Flood,Coastal,Yes,3
PR01981,Fire Insurance,Shop,6437432,23979.69,Fire,Coastal,No,3
PR01982,Fire Insurance,Warehouse,4361230,39416.37,Flood,Urban,No,5
PR01983,Home Insurance,Shop,9214750,82134.78,Earthquake,Industrial,Yes,1
PR01984,Home Insurance,Factory,6959836,25424.58,Fire,Coastal,No,5
PR01985,Home Insurance,House,8783130,51034.48,Fire,Rural,No,1
PR01986,Theft Insurance,House,2459788,22375.4,Fire,Urban,No,2
PR01987,Theft Insurance,Apartment,996262,8908.0,Earthquake,Industrial,No,0
PR01988,Home Insurance,House,6364255,56909.17,Flood,Rural,No,3
PR01989,Theft Insurance,Warehouse,5710170,13276.06,Flood,Industrial,No,1
PR01990,Fire Insurance,House,5810124,32511.32,Flood,Industrial,No,5
PR01991,Home Insurance,House,5226728,25478.45,Theft,Urban,No,2
PR01992,Fire Insurance,Factory,3944284,19203.1,Theft,Coastal,No,1
PR01993,Fire Insurance,House,6719344,50121.5,Earthquake,Urban,No,5
PR01994,Home Insurance,House,4899888,17130.64,Fire,Rural,No,3
PR01995,Theft Insurance,House,6433263,60309.7,Earthquake,Industrial,No,3
PR01996,Home Insurance,House,7572229,45452.46,Earthquake,Rural,Yes,4
PR01997,Theft Insurance,House,1117663,4765.0,Fire,Coastal,No,0
PR01998,Fire Insurance,House,5040449,32916.55,Fire,Industrial,No,4
PR01999,Theft Insurance,Apartment,4244700,32373.16,Earthquake,Coastal,Yes,2
PR02000,Fire Insurance,Apartment,778293,2028.6,Earthquake,Industrial,No,1
PR02001,Home Insurance,House,8307039,54134.87,Earthquake,Rural,No,2
PR02002,Fire Insurance,Apartment,7886749,48182.59,Earthquake,Urban,No,5
PR02003,Fire Insurance,Factory,1366291,5469.27,Theft,Rural,Yes,3
PR02004,Home Insurance,Shop,8079748,30361.59,Fire,Industrial,No,4
PR02005,Theft Insurance,Apartment,2727008,8195.24,Theft,Rural,No,4
PR02006,Home Insurance,Shop,9817325,90321.06,Earthquake,Coastal,No,4
PR02007,Home Insurance,Factory,8813899,49340.55,Earthquake,Rural,No,2
PR02008,Fire Insurance,House,1486132,2889.46,Flood,Rural,No,3
PR02009,Home Insurance,Factory,5938977,11919.74,Flood,Rural,No,1
PR02010,Theft Insurance,House,8729184,74968.48,Flood,Industrial,No,5
PR02011,Fire Insurance,Warehouse,9060043,26538.4,Theft,Rural,Yes,1
PR02012,Theft Insurance,Apartment,1597379,7063.74,Earthquake,Coastal,No,2
PR02013,Fire Insurance,Shop,2397501,19098.94,Fire,Coastal,Yes,5
PR02014,Home Insurance,Apartment,8376822,16191.25,Flood,Industrial,No,4
PR02015,Home Insurance,Apartment,6071695,20576.0,Fire,Rural,Yes,0
PR02016,Home Insurance,Apartment,4999523,46168.35,Theft,Urban,No,2
PR02017,Fire Insurance,Warehouse,1584445,13581.02,Theft,Coastal,No,2
PR02018,Home Insurance,Apartment,3097517,25607.01,Earthquake,Rural,No,3
PR02019,Theft Insurance,House,7558407,37371.32,Flood,Industrial,No,1
PR02020,Home Insurance,Warehouse,2918987,12525.54,Earthquake,Coastal,No,2
PR02021,Home Insurance,Apartment,9605457,45352.01,Fire,Coastal,No,2
PR02022,Home Insurance,Apartment,9030360,66840.33,Flood,Urban,Yes,4
PR02023,Theft Insurance,Warehouse,9153133,63694.13,Fire,Rural,No,4
PR02024,Home Insurance,Warehouse,9416960,22784.23,Flood,Rural,No,5
PR02025,Theft Insurance,House,2698579,7484.0,Flood,Coastal,Yes,0
PR02026,Home Insurance,Factory,4067672,16731.57,Flood,Industrial,No,3
PR02027,Theft Insurance,House,5717426,17094.0,Fire,Industrial,No,0
PR02028,Fire Insurance,House,8385885,22051.15,Earthquake,Coastal,No,5
PR02029,Fire Insurance,Shop,1574740,8432.29,Theft,Industrial,No,4
PR02030,Fire Insurance,Warehouse,3990015,28762.02,Theft,Coastal,No,1
PR02031,Home Insurance,House,1581386,6668.72,Theft,Rural,No,4
PR02032,Fire Insurance,Warehouse,9647138,85321.88,Flood,Rural,No,3
PR02033,Fire Insurance,Shop,7465739,48714.87,Theft,Rural,No,4
PR02034,Fire Insurance,Factory,7949891,24715.7,Fire,Coastal,No,3
PR02035,Fire Insurance,Warehouse,1733284,8520.61,Theft,Rural,No,3
PR02036,Fire Insurance,Apartment,5794385,38355.46,Fire,Rural,No,3
PR02037,Home Insurance,House,6583618,50313.14,Earthquake,Coastal,Yes,5
