Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S01892,Pet Insurance,Data,29333.13,486765,Weather,No,5
S01893,Cyber Insurance,Laptop,3104.06,27472,Theft,Yes,5
S01894,Crop Insurance,Data,34629.0,969612,Theft,No,0
S01895,Crop Insurance,Cat,25955.18,602994,Hacking,No,5
S01896,Gadget Insurance,Dog,12269.38,351972,Damage,No,3
S01897,Cyber Insurance,Data,2931.81,71645,Hacking,No,3
S01898,Pet Insurance,Laptop,7302.71,232770,Weather,Yes,3
S01899,Pet Insurance,Laptop,4983.0,124575,Hacking,No,0
S01900,Pet Insurance,Cat,22924.34,380415,Theft,Yes,5
S01901,Crop Insurance,Mobile,13502.0,256538,Hacking,No,0
S01902,Crop Insurance,Mobile,43883.08,373000,Theft,No,3
S01903,Gadget Insurance,Data,35127.27,466332,Health,Yes,5
S01904,Gadget Insurance,Laptop,7362.43,154755,Health,No,5
S01905,Crop Insurance,Cat,9054.89,147255,Health,No,4
S01906,Cyber Insurance,Dog,29458.59,926202,Weather,No,4
S01907,Pet Insurance,Dog,33068.14,708603,Damage,No,1
S01908,Crop Insurance,Cat,32227.18,1241572,Theft,No,2
S01909,Pet Insurance,Data,20079.95,609560,Health,No,4
S01910,Pet Insurance,Mobile,12502.0,225036,Weather,No,0
S01911,Cyber Insurance,Data,20932.22,544656,Health,No,4
S01912,Gadget Insurance,Mobile,7010.92,150234,Theft,No,1
S01913,Crop Insurance,Laptop,7347.07,154432,Theft,Yes,5
S01914,Crop Insurance,Data,47957.28,489360,Health,No,1
S01915,Gadget Insurance,Cat,1084.7,25200,Weather,No,5
S01916,Cyber Insurance,Laptop,38921.02,1463972,Health,No,5
S01917,Cyber Insurance,Mobile,18895.87,216425,Health,Yes,2
S01918,Pet Insurance,Cat,28026.16,607700,Theft,Yes,4
S01919,Cyber Insurance,Dog,19933.0,159464,Hacking,Yes,0
S01920,Pet Insurance,Laptop,42353.0,211765,Hacking,Yes,0
S01921,Gadget Insurance,Agriculture,4954.43,94752,Damage,Yes,3
S01922,Pet Insurance,Agriculture,5429.85,198231,Theft,No,5
S01923,Pet Insurance,Mobile,36765.0,1066185,Weather,No,0
S01924,Pet Insurance,Cat,43068.18,852036,Damage,No,2
S01925,Cyber Insurance,Mobile,32099.13,923286,Theft,Yes,5
S01926,Cyber Insurance,Data,16036.76,233772,Health,Yes,2
S01927,Crop Insurance,Agriculture,47049.0,1317372,Health,No,0
S01928,Gadget Insurance,Data,22375.0,223750,Weather,Yes,0
S01929,Gadget Insurance,Dog,43260.01,275778,Theft,No,3
S01930,Cyber Insurance,Agriculture,31711.0,221977,Damage,No,0
S01931,Crop Insurance,Mobile,29665.78,1148665,Weather,Yes,5
S01932,Pet Insurance,Data,23971.98,159120,Hacking,No,5
S01933,Pet Insurance,Laptop,19513.84,777168,Hacking,No,5
S01934,Crop Insurance,Data,38381.81,1019500,Damage,No,3
S01935,Pet Insurance,Mobile,13265.16,197316,Weather,No,3
S01936,Cyber Insurance,Laptop,46542.0,1628970,Theft,No,0
S01937,Cyber Insurance,Laptop,27042.12,303534,Hacking,No,1
S01938,Cyber Insurance,Mobile,43098.44,879560,Weather,No,1
S01939,Gadget Insurance,Cat,28860.71,214648,Damage,Yes,3
S01940,Cyber Insurance,Laptop,39620.0,1465940,Damage,No,0
S01941,Cyber Insurance,Data,39200.98,1200030,Theft,No,1
S01942,Gadget Insurance,Dog,21785.0,435700,Health,No,0
S01943,Crop Insurance,Dog,42622.0,809818,Hacking,Yes,0
S01944,Gadget Insurance,Dog,7977.0,127632,Weather,No,0
S01945,Gadget Insurance,Cat,40744.69,1457742,Health,Yes,4
S01946,Cyber Insurance,Laptop,12034.8,452676,Hacking,No,5
S01947,Pet Insurance,Agriculture,23213.0,139278,Weather,No,0
S01948,Gadget Insurance,Laptop,17667.96,268170,Hacking,Yes,4
S01949,Crop Insurance,Data,36606.72,1166820,Health,No,3
S01950,Pet Insurance,Mobile,42337.96,907242,Health,No,1
S01951,Crop Insurance,Dog,40228.09,489544,Damage,Yes,5
S01952,Crop Insurance,Laptop,7177.52,102536,Weather,No,1
S01953,Pet Insurance,Cat,35703.06,789960,Theft,No,5
S01954,Pet Insurance,Data,21280.7,434300,Weather,No,1
S01955,Pet Insurance,Dog,39760.76,1451571,Damage,No,5
S01956,Gadget Insurance,Laptop,28322.0,982600,Health,No,1
S01957,Gadget Insurance,Cat,16578.66,270672,Health,Yes,1
S01958,Cyber Insurance,Mobile,17637.06,377937,Weather,No,1
S01959,Pet Insurance,Data,8322.16,169840,Hacking,Yes,1
S01960,Crop Insurance,Laptop,18415.36,684810,Hacking,No,3
S01961,Crop Insurance,Cat,44376.0,399384,Theft,No,0
S01962,Crop Insurance,Mobile,30653.09,766008,Weather,No,2
S01963,Gadget Insurance,Cat,11774.95,280852,Weather,No,4
S01964,Gadget Insurance,Cat,45214.67,1741923,Theft,Yes,2
S01965,Cyber Insurance,Cat,19781.36,411940,Weather,No,2
S01966,Gadget Insurance,Laptop,21652.52,838390,Health,No,5
S01967,Pet Insurance,Data,14283.0,99981,Health,Yes,0
S01968,Cyber Insurance,Agriculture,8885.54,58980,Theft,Yes,5
S01969,Crop Insurance,Dog,3946.0,35514,Damage,No,0
S01970,Crop Insurance,Mobile,1301.0,41632,Theft,No,0
S01971,Cyber Insurance,Agriculture,28035.84,314688,Theft,No,1
S01972,Crop Insurance,Mobile,4754.9,181872,Hacking,Yes,3
S01973,Crop Insurance,Cat,10247.86,407823,Health,No,1
S01974,Gadget Insurance,Dog,44508.97,236450,Health,No,3
S01975,Cyber Insurance,Agriculture,9773.19,205428,Damage,No,5
S01976,Crop Insurance,Laptop,21963.66,816760,Weather,No,3
S01977,Crop Insurance,Dog,16609.54,294000,Weather,No,5
S01978,Pet Insurance,Dog,31598.12,427713,Weather,No,2
S01979,Crop Insurance,Cat,45049.48,328349,Theft,No,2
S01980,Cyber Insurance,Cat,19095.84,527514,Health,No,3
S01981,Pet Insurance,Mobile,8062.25,171320,Health,No,3
S01982,Crop Insurance,Agriculture,1259.16,45969,Hacking,No,5
S01983,Crop Insurance,Data,20657.42,316185,Health,No,1
S01984,Cyber Insurance,Laptop,10471.02,382272,Weather,No,5
S01985,Pet Insurance,Agriculture,5459.58,83565,Hacking,No,1
S01986,Gadget Insurance,Data,3037.75,98053,Theft,Yes,2
S01987,Gadget Insurance,Mobile,12838.0,359464,Damage,No,0
S01988,Gadget Insurance,Data,19324.55,225852,Theft,No,3
S01989,Cyber Insurance,Laptop,15569.26,174757,Weather,No,1
S01990,Gadget Insurance,Dog,29421.72,1074117,Theft,No,5
S01991,Crop Insurance,Dog,30799.07,1154484,Damage,No,2
S01992,Crop Insurance,Cat,46318.72,1087072,Damage,Yes,1
S01993,Crop Insurance,Agriculture,19946.82,242737,Damage,Yes,5
S01994,Cyber Insurance,Cat,13766.82,87762,Theft,Yes,3
S01995,Pet Insurance,Dog,14196.94,150840,Health,No,3
S01996,Pet Insurance,Data,29290.72,793900,Theft,No,4
S01997,Crop Insurance,Laptop,13912.0,292152,Health,No,0
S01998,Crop Insurance,Mobile,21168.35,711450,Theft,Yes,4
S01999,Cyber Insurance,Laptop,2384.67,24830,Hacking,No,2
S02000,Pet Insurance,Dog,4617.76,28272,Hacking,No,1
S02001,Gadget Insurance,Mobile,43670.35,863949,Health,No,2
S02002,Crop Insurance,Agriculture,14020.72,480841,Weather,No,5
S02003,Crop Insurance,Agriculture,15797.91,302130,Hacking,No,3
S02004,Pet Insurance,Dog,18214.93,631936,Weather,No,4
S02005,Pet Insurance,Data,33854.6,220224,Damage,No,4
S02006,Crop Insurance,Cat,10083.33,360756,Damage,No,4
S02007,Cyber Insurance,Dog,36252.22,188735,Weather,No,2
S02008,Pet Insurance,Agriculture,41099.03,349336,Damage,No,3
S02009,Cyber Insurance,Dog,42351.68,1037184,Theft,No,1
S02010,Crop Insurance,Data,18570.15,513600,Damage,No,5
S02011,Cyber Insurance,Agriculture,13773.9,182715,Theft,Yes,1
S02012,Pet Insurance,Data,45306.87,1368075,Hacking,No,2
S02013,Crop Insurance,Data,14189.75,94188,Theft,No,5
S02014,Pet Insurance,Agriculture,10728.06,209358,Weather,Yes,4
S02015,Pet Insurance,Laptop,36007.0,1368266,Theft,Yes,0
S02016,Crop Insurance,Laptop,26048.93,298353,Health,Yes,2
S02017,Crop Insurance,Mobile,12179.79,481916,Hacking,No,2
S02018,Pet Insurance,Mobile,35862.24,190515,Damage,No,3
S02019,Gadget Insurance,Laptop,21951.02,291187,Health,Yes,1
S02020,Cyber Insurance,Cat,26222.76,191128,Health,No,2
S02021,Cyber Insurance,Agriculture,24005.2,774845,Hacking,No,2
S02022,Crop Insurance,Cat,9567.72,165968,Weather,Yes,4
S02023,Gadget Insurance,Laptop,13601.24,516110,Weather,No,4
S02024,Gadget Insurance,Laptop,4612.71,71442,Damage,Yes,5
S02025,Pet Insurance,Laptop,29272.0,848888,Weather,No,0
S02026,Crop Insurance,Laptop,34454.22,1391066,Hacking,No,3
S02027,Crop Insurance,Laptop,1975.0,19750,Weather,No,0
S02028,Pet Insurance,Laptop,29921.59,397224,Damage,Yes,5
S02029,Crop Insurance,Mobile,34182.96,222360,Weather,No,4
S02030,Pet Insurance,Mobile,10187.1,135135,Hacking,No,1
S02031,Pet Insurance,Dog,29564.67,384636,Hacking,No,4
S02032,Cyber Insurance,Mobile,6321.05,188048,Damage,No,3
S02033,Gadget Insurance,Mobile,36098.72,1174110,Weather,No,4
S02034,Pet Insurance,Agriculture,19824.33,337008,Health,No,3
S02035,Cyber Insurance,Agriculture,12751.27,108384,Theft,No,3
S02036,Crop Insurance,Laptop,33809.5,790284,Health,No,3
S02037,Cyber Insurance,Dog,8553.8,198723,Damage,No,5
S02038,Cyber Insurance,Data,20710.93,286065,Hacking,No,3
S02039,Pet Insurance,Dog,7781.78,74412,Theft,No,3
S02040,Crop Insurance,Data,44241.12,1218888,Theft,No,1
S02041,Crop Insurance,Cat,16280.0,602360,Health,No,0
S02042,Gadget Insurance,Laptop,27786.29,1070484,Weather,Yes,2
S02043,Cyber Insurance,Mobile,5093.0,188441,Hacking,No,0
S02044,Pet Insurance,Mobile,14969.66,365815,Weather,No,3
S02045,Pet Insurance,Cat,46903.78,765776,Weather,Yes,1
S02046,Pet Insurance,Mobile,35894.88,350244,Weather,No,4
S02047,Pet Insurance,Agriculture,9670.64,98680,Theft,No,1
S02048,Gadget Insurance,Laptop,12636.44,523614,Damage,No,3
S02049,Gadget Insurance,Agriculture,40536.72,785916,Health,No,1
S02050,Gadget Insurance,Agriculture,26589.36,325584,Damage,No,1
S02051,Pet Insurance,Mobile,22255.43,378336,Theft,No,3
S02052,Cyber Insurance,Laptop,27103.16,689632,Theft,No,5
S02053,Gadget Insurance,Dog,17861.48,145808,Hacking,No,1
S02054,Gadget Insurance,Mobile,35824.84,1044456,Weather,No,2
S02055,Pet Insurance,Cat,29338.3,824796,Weather,No,2
S02056,Cyber Insurance,Agriculture,33935.44,207768,Hacking,No,1
S02057,Gadget Insurance,Dog,31711.35,596394,Hacking,Yes,5
S02058,Crop Insurance,Laptop,17299.94,131292,Theft,No,4
S02059,Gadget Insurance,Laptop,24577.35,861729,Health,Yes,3
S02060,Crop Insurance,Mobile,31211.08,649960,Health,No,2
S02061,Gadget Insurance,Data,34984.5,341361,Damage,Yes,4
S02062,Cyber Insurance,Mobile,10032.26,255925,Weather,No,1
S02063,Cyber Insurance,Data,32963.59,536070,Weather,Yes,4
S02064,Gadget Insurance,Cat,16224.0,194688,Weather,Yes,0
S02065,Pet Insurance,Mobile,7840.71,57148,Hacking,No,2
S02066,Cyber Insurance,Agriculture,39401.88,1568034,Damage,No,1
S02067,Cyber Insurance,Agriculture,15486.37,641706,Health,No,3
S02068,Crop Insurance,Agriculture,28507.85,1229982,Hacking,No,5
S02069,Pet Insurance,Data,5241.04,106960,Hacking,No,1
S02070,Gadget Insurance,Cat,20656.34,504781,Damage,No,3
S02071,Pet Insurance,Data,40861.74,678075,Damage,No,5
S02072,Cyber Insurance,Data,34818.13,577785,Hacking,No,5
S02073,Cyber Insurance,Agriculture,35586.74,726260,Weather,Yes,1
S02074,Cyber Insurance,Cat,10559.27,389232,Health,No,4
S02075,Crop Insurance,Data,1900.08,49440,Hacking,Yes,4
S02076,Gadget Insurance,Data,34806.37,924144,Theft,No,5
S02077,Gadget Insurance,Agriculture,1675.94,18170,Weather,Yes,4
S02078,Gadget Insurance,Dog,9349.0,74792,Damage,No,0
S02079,Crop Insurance,Laptop,42160.67,1679112,Hacking,No,5
S02080,Crop Insurance,Cat,23130.43,358246,Hacking,Yes,5
S02081,Cyber Insurance,Laptop,13132.45,125577,Hacking,No,3
S02082,Crop Insurance,Data,24703.79,883839,Health,Yes,4
S02083,Cyber Insurance,Agriculture,3522.58,58455,Damage,No,5
S02084,Pet Insurance,Laptop,25416.0,635400,Hacking,No,0
S02085,Pet Insurance,Dog,13240.69,126612,Hacking,No,3
S02086,Crop Insurance,Laptop,9406.04,143970,Hacking,No,1
S02087,Cyber Insurance,Dog,27222.48,752900,Weather,No,5
S02088,Cyber Insurance,Mobile,44164.0,264984,Theft,No,0
S02089,Pet Insurance,Dog,22946.84,406181,Hacking,No,2
S02090,Cyber Insurance,Agriculture,15588.0,342936,Health,Yes,0
S02091,Crop Insurance,Agriculture,15861.0,428247,Hacking,No,0
S02092,Cyber Insurance,Agriculture,35905.53,877427,Health,Yes,3
S02093,Pet Insurance,Agriculture,5954.48,218736,Damage,Yes,1
S02094,Gadget Insurance,Laptop,45758.26,285870,Weather,No,2
S02095,Pet Insurance,Agriculture,39422.94,1025784,Theft,No,4
S02096,Pet Insurance,Dog,30988.8,470358,Health,No,4
S02097,Gadget Insurance,Laptop,37183.0,371830,Weather,No,0
S02098,Crop Insurance,Cat,25679.48,136420,Damage,Yes,3
S02099,Crop Insurance,Dog,28520.94,212121,Hacking,No,3
S02100,Pet Insurance,Mobile,16478.11,589545,Health,No,4
S02101,Pet Insurance,Agriculture,30612.75,605625,Weather,No,2
S02102,Crop Insurance,Cat,16725.66,119469,Health,Yes,1
S02103,Cyber Insurance,Dog,43857.63,684990,Damage,No,2
S02104,Gadget Insurance,Dog,32724.64,1194699,Hacking,Yes,5
S02105,Pet Insurance,Dog,8824.98,205023,Hacking,Yes,5
S02106,Crop Insurance,Laptop,18826.78,614752,Hacking,Yes,1
S02107,Gadget Insurance,Cat,33708.87,475098,Hacking,Yes,4
S02108,Cyber Insurance,Mobile,48806.94,1294878,Theft,No,1
S02109,Cyber Insurance,Laptop,13536.22,359550,Weather,No,3
S02110,Cyber Insurance,Mobile,2836.5,40794,Theft,Yes,5
S02111,Cyber Insurance,Agriculture,42732.0,769176,Theft,Yes,0
S02112,Crop Insurance,Data,39894.0,1077138,Health,Yes,0
S02113,Crop Insurance,Mobile,15585.25,557601,Health,No,4
S02114,Crop Insurance,Agriculture,15648.26,532032,Theft,No,3
S02115,Gadget Insurance,Agriculture,47708.83,1539956,Damage,No,2
S02116,Gadget Insurance,Agriculture,23580.62,225486,Theft,No,3
S02117,Crop Insurance,Laptop,9897.0,89073,Hacking,No,0
S02118,Pet Insurance,Mobile,29623.0,770198,Damage,No,0
S02119,Gadget Insurance,Mobile,34189.9,1021248,Theft,No,5
S02120,Crop Insurance,Agriculture,46253.94,1081168,Damage,No,3
S02121,Pet Insurance,Mobile,24769.35,184219,Health,Yes,3
S02122,Crop Insurance,Data,27743.0,665832,Theft,Yes,0
S02123,Crop Insurance,Agriculture,46972.2,586908,Theft,No,2
S02124,Gadget Insurance,Cat,20910.09,748110,Health,No,4
S02125,Pet Insurance,Laptop,28322.24,337766,Health,No,4
S02126,Crop Insurance,Cat,29138.36,588221,Hacking,No,3
S02127,Gadget Insurance,Cat,10432.91,248842,Theft,No,4
S02128,Pet Insurance,Dog,28642.0,1059754,Damage,No,0
S02129,Pet Insurance,Laptop,28339.0,793492,Health,No,0
S02130,Crop Insurance,Laptop,28628.24,608340,Weather,No,3
S02131,Gadget Insurance,Dog,9529.57,172125,Health,No,3
S02132,Pet Insurance,Agriculture,19941.4,573586,Health,No,5
S02133,Pet Insurance,Laptop,36380.84,850388,Theft,No,3
S02134,Cyber Insurance,Laptop,10954.32,57030,Theft,No,2
S02135,Cyber Insurance,Data,38460.91,1542826,Damage,No,4
S02136,Cyber Insurance,Mobile,3346.88,39116,Weather,No,3
S02137,Gadget Insurance,Laptop,25537.82,912065,Theft,No,1
S02138,Cyber Insurance,Dog,33809.35,1009881,Weather,No,5
S02139,Cyber Insurance,Mobile,24272.64,544896,Theft,No,1
S02140,Pet Insurance,Agriculture,28222.0,479774,Theft,No,0
S02141,Cyber Insurance,Laptop,39222.78,1105624,Hacking,No,4
S02142,Gadget Insurance,Agriculture,28360.94,903990,Theft,No,3
S02143,Cyber Insurance,Laptop,42012.6,342960,Weather,No,1
S02144,Gadget Insurance,Agriculture,16157.12,560544,Theft,No,4
S02145,Crop Insurance,Mobile,48212.0,1157088,Health,Yes,0
S02146,Cyber Insurance,Cat,5867.08,238251,Damage,Yes,2
S02147,Pet Insurance,Data,13816.43,504405,Health,No,5
S02148,Pet Insurance,Agriculture,7016.45,190175,Damage,No,4
S02149,Gadget Insurance,Cat,8146.36,220800,Theft,No,4
S02150,Gadget Insurance,Laptop,39017.21,893772,Hacking,No,2
S02151,Pet Insurance,Agriculture,37790.35,1393014,Theft,No,4
S02152,Cyber Insurance,Data,10298.0,381026,Weather,No,0
S02153,Pet Insurance,Agriculture,35066.0,455858,Health,Yes,0
S02154,Pet Insurance,Laptop,34150.86,1280124,Weather,No,2
S02155,Cyber Insurance,Agriculture,19039.28,610827,Damage,No,5
S02156,Crop Insurance,Data,27681.4,588220,Damage,No,3
S02157,Cyber Insurance,Data,48450.22,1483170,Theft,Yes,1
S02158,Gadget Insurance,Dog,39840.66,380970,Hacking,No,3
S02159,Gadget Insurance,Laptop,19757.13,578340,Hacking,No,4
S02160,Pet Insurance,Laptop,36214.92,1441206,Damage,No,1
S02161,Crop Insurance,Data,26787.48,1059896,Weather,No,2
S02162,Crop Insurance,Agriculture,24882.04,492252,Weather,Yes,2
S02163,Gadget Insurance,Cat,41508.04,734720,Theft,No,5
S02164,Pet Insurance,Mobile,31000.34,411229,Damage,Yes,1
S02165,Pet Insurance,Laptop,14098.0,197372,Weather,No,0
S02166,Crop Insurance,Mobile,13905.22,255402,Hacking,No,1
S02167,Cyber Insurance,Mobile,42589.43,738784,Damage,No,4
S02168,Pet Insurance,Laptop,41745.0,1628055,Health,No,0
S02169,Crop Insurance,Data,32389.49,910575,Damage,No,2
S02170,Cyber Insurance,Data,13641.6,83520,Theft,No,1
S02171,Crop Insurance,Mobile,29776.49,1107295,Damage,No,3
S02172,Gadget Insurance,Cat,20337.31,112495,Health,No,5
S02173,Cyber Insurance,Laptop,4260.78,54324,Theft,No,3
S02174,Crop Insurance,Cat,22286.17,764305,Health,Yes,5
S02175,Pet Insurance,Laptop,3409.07,73920,Weather,No,4
S02176,Gadget Insurance,Data,11606.78,480948,Health,Yes,3
S02177,Cyber Insurance,Cat,24147.2,468160,Health,No,1
S02178,Crop Insurance,Dog,4061.12,41440,Damage,No,1
S02179,Pet Insurance,Dog,22167.9,824355,Theft,Yes,3
S02180,Crop Insurance,Cat,10469.34,395271,Weather,No,1
S02181,Gadget Insurance,Agriculture,29066.59,1102955,Damage,Yes,4
S02182,Pet Insurance,Laptop,4096.0,73728,Health,No,0
S02183,Crop Insurance,Data,40150.69,827070,Hacking,No,4
S02184,Crop Insurance,Mobile,39104.52,259566,Theft,Yes,5
S02185,Gadget Insurance,Dog,35156.06,724185,Damage,No,4
S02186,Crop Insurance,Cat,8016.87,310415,Theft,No,5
S02187,Gadget Insurance,Cat,32781.0,167250,Weather,No,1
S02188,Gadget Insurance,Mobile,28269.0,678456,Theft,Yes,0
S02189,Pet Insurance,Dog,6582.66,80604,Theft,Yes,1
S02190,Pet Insurance,Dog,45749.61,476360,Health,No,2
S02191,Crop Insurance,Cat,40843.46,666832,Hacking,No,1
S02192,Pet Insurance,Dog,35206.81,1324266,Damage,No,5
S02193,Gadget Insurance,Cat,24004.12,342916,Theft,No,1
S02194,Cyber Insurance,Cat,42227.22,904869,Weather,No,1
S02195,Pet Insurance,Laptop,24965.0,823845,Damage,No,0
S02196,Gadget Insurance,Laptop,26021.94,132765,Health,No,1
S02197,Cyber Insurance,Cat,14114.0,183482,Hacking,No,0
S02198,Gadget Insurance,Data,27908.23,711648,Damage,No,3
S02199,Gadget Insurance,Cat,28979.11,754350,Theft,No,2
S02200,Crop Insurance,Mobile,9681.0,338835,Hacking,No,0
S02201,Pet Insurance,Data,14025.24,465480,Weather,No,5
S02202,Gadget Insurance,Agriculture,18221.48,425920,Theft,Yes,3
S02203,Crop Insurance,Laptop,22683.0,136098,Hacking,No,0
S02204,Pet Insurance,Agriculture,19123.0,401583,Theft,No,0
S02205,Cyber Insurance,Cat,5393.61,196560,Weather,No,2
S02206,Cyber Insurance,Data,3753.98,120437,Hacking,No,5
S02207,Crop Insurance,Laptop,7850.28,59577,Hacking,No,4
S02208,Gadget Insurance,Mobile,7018.3,121744,Hacking,Yes,4
S02209,Pet Insurance,Dog,6943.0,222176,Health,No,0
S02210,Crop Insurance,Cat,9750.02,308419,Weather,Yes,1
S02211,Cyber Insurance,Data,35818.77,832146,Damage,No,5
S02212,Pet Insurance,Mobile,16613.92,388344,Damage,Yes,3
S02213,Pet Insurance,Agriculture,28185.78,143805,Damage,No,1
S02214,Pet Insurance,Data,42575.12,1086100,Hacking,No,1
S02215,Cyber Insurance,Data,17699.67,528687,Health,No,5
S02216,Crop Insurance,Mobile,40412.0,1171948,Theft,Yes,0
S02217,Cyber Insurance,Mobile,49129.0,540419,Weather,No,0
S02218,Gadget Insurance,Data,1342.0,36234,Theft,No,0
S02219,Cyber Insurance,Cat,39705.0,476460,Damage,No,0
S02220,Cyber Insurance,Data,42697.34,1296148,Damage,No,4
S02221,Crop Insurance,Laptop,39613.0,673421,Health,No,0
S02222,Gadget Insurance,Dog,28367.43,430570,Weather,Yes,4
S02223,Pet Insurance,Data,23733.46,205848,Hacking,Yes,4
S02224,Cyber Insurance,Data,17715.0,673170,Hacking,No,0
S02225,Crop Insurance,Laptop,35831.56,895416,Damage,No,2
S02226,Pet Insurance,Cat,38952.17,1531282,Damage,No,3
S02227,Crop Insurance,Laptop,41698.02,382941,Weather,No,1
S02228,Cyber Insurance,Mobile,41707.64,1582630,Weather,No,4
S02229,Pet Insurance,Data,3930.25,30436,Weather,No,5
S02230,Crop Insurance,Dog,36014.92,757017,Hacking,No,5
S02231,Pet Insurance,Mobile,22453.08,119280,Health,Yes,3
S02232,Cyber Insurance,Dog,35877.52,1468567,Hacking,No,5
S02233,Crop Insurance,Mobile,28868.66,1022006,Damage,No,2
S02234,Crop Insurance,Mobile,36300.56,321272,Damage,No,5
S02235,Cyber Insurance,Dog,1729.7,22945,Health,Yes,1
S02236,Gadget Insurance,Agriculture,38962.84,516854,Theft,Yes,1
S02237,Crop Insurance,Cat,39121.32,466554,Hacking,Yes,4
S02238,Crop Insurance,Mobile,16661.0,83305,Hacking,No,0
S02239,Gadget Insurance,Cat,35311.03,661806,Health,No,2
S02240,Gadget Insurance,Laptop,39130.55,1018176,Weather,No,4
S02241,Gadget Insurance,Laptop,40549.05,337768,Health,No,2
S02242,Gadget Insurance,Dog,1377.0,49572,Theft,No,0
S02243,Crop Insurance,Cat,18205.87,463243,Health,Yes,5
S02244,Crop Insurance,Cat,40410.68,849414,Weather,No,5
S02245,Crop Insurance,Cat,3974.0,139090,Health,No,0
S02246,Cyber Insurance,Agriculture,30012.94,1203943,Theft,No,4
S02247,Gadget Insurance,Mobile,44153.0,927213,Weather,Yes,0
S02248,Pet Insurance,Agriculture,27615.51,704184,Weather,No,3
S02249,Crop Insurance,Agriculture,7168.7,131670,Damage,No,1
S02250,Pet Insurance,Cat,28592.49,278991,Damage,No,4
S02251,Cyber Insurance,Agriculture,13236.23,454806,Health,No,2
S02252,Crop Insurance,Dog,34806.22,332829,Damage,No,3
S02253,Pet Insurance,Agriculture,13596.63,132669,Theft,No,4
S02254,Gadget Insurance,Agriculture,13148.0,184072,Weather,No,0
S02255,Pet Insurance,Dog,4873.0,97460,Theft,No,0
S02256,Cyber Insurance,Dog,29118.0,349416,Theft,No,0
S02257,Cyber Insurance,Dog,45997.0,873943,Hacking,Yes,0
S02258,Gadget Insurance,Dog,30882.62,771744,Health,No,2
S02259,Gadget Insurance,Data,28149.17,328988,Health,Yes,3
S02260,Gadget Insurance,Cat,32956.95,1166720,Damage,No,5
S02261,Gadget Insurance,Data,37601.62,306952,Weather,No,1
S02262,Crop Insurance,Cat,47485.06,1878834,Damage,No,2
S02263,Gadget Insurance,Mobile,25509.18,796830,Theft,No,2
S02264,Pet Insurance,Mobile,9491.17,52500,Damage,No,5
S02265,Pet Insurance,Cat,31718.58,912340,Damage,No,5
S02266,Pet Insurance,Mobile,47971.98,244755,Health,Yes,1
S02267,Crop Insurance,Laptop,11325.86,184912,Theft,No,1
S02268,Gadget Insurance,Mobile,25969.64,632060,Damage,No,5
