Policy_ID,Sub_Type,Vehicle_Type,Vehicle_Age,Annual_Premium,Coverage_Amount,No_Claim_Bonus,Accident_History,Claim_Status,No_Claim_Years
M03365,Comprehensive,Car,2,15135.0,363240,20,No,No,0
M03366,Comprehensive,Bike,3,24205.19,133890,10,No,No,5
M03367,Third Party,Bike,11,29821.0,268389,20,No,No,0
M03368,Comprehensive,Car,4,17083.0,136664,10,Yes,No,0
M03369,Comprehensive,Car,10,22063.42,375072,0,Yes,No,3
M03370,Comprehensive,Bike,14,15476.0,108332,20,No,No,0
M03371,Comprehensive,Bike,3,11931.75,277200,0,Yes,No,5
M03372,Third Party,Car,0,3250.95,37235,50,No,No,2
M03373,Comprehensive,Bike,0,21683.03,564192,40,Yes,Yes,4
M03374,Comprehensive,Car,11,27607.66,632412,40,No,No,2
M03375,Comprehensive,Car,4,20911.0,230021,50,No,Yes,0
M03376,Comprehensive,Car,12,13269.85,69085,40,No,No,2
M03377,Comprehensive,Bike,11,3207.11,60316,10,No,No,5
M03378,Third Party,Bike,2,10925.69,169218,10,No,No,5
M03379,Comprehensive,Car,3,16147.0,274499,10,No,No,0
M03380,Comprehensive,Bike,14,20363.63,475992,0,No,No,3
M03381,Comprehensive,Bike,9,12432.38,64725,40,No,Yes,2
M03382,Comprehensive,Truck,8,24605.58,261430,20,No,Yes,3
M03383,Comprehensive,Truck,4,5707.39,66704,20,No,No,3
M03384,Comprehensive,Car,2,8696.52,106488,30,No,No,1
M03385,Third Party,Truck,8,26891.0,537820,0,No,No,0
M03386,Comprehensive,Truck,11,6845.82,178128,30,No,No,4
M03387,Comprehensive,Bike,2,23700.8,183540,50,No,No,5
M03388,Comprehensive,Car,6,10467.4,266340,20,No,No,5
M03389,Comprehensive,Bike,14,2344.0,18752,30,Yes,No,0
M03390,Comprehensive,Car,5,24720.39,589622,40,Yes,Yes,4
M03391,Third Party,Bike,7,14056.87,186612,50,No,Yes,5
M03392,Comprehensive,Car,11,8965.0,80685,0,No,Yes,0
M03393,Comprehensive,Car,1,23152.12,614712,20,No,No,5
M03394,Comprehensive,Bike,2,23702.98,277024,40,Yes,No,3
M03395,Comprehensive,Truck,14,17262.23,395428,10,No,No,2
M03396,Comprehensive,Truck,1,22749.96,473760,20,No,No,2
M03397,Third Party,Car,12,21363.26,354510,50,No,No,5
M03398,Third Party,Car,2,16149.42,296622,30,No,No,1
M03399,Third Party,Bike,3,13737.75,208516,10,No,No,4
M03400,Comprehensive,Car,13,24975.89,487404,40,No,No,4
M03401,Third Party,Car,4,4161.73,31584,0,No,No,4
M03402,Comprehensive,Car,12,2701.22,68880,10,No,Yes,3
M03403,Comprehensive,Truck,12,13237.83,258336,40,Yes,No,4
M03404,Third Party,Bike,0,17784.69,92590,0,Yes,No,2
M03405,Comprehensive,Car,8,24930.29,185416,50,No,Yes,3
M03406,Comprehensive,Bike,12,8619.0,172380,40,No,No,0
M03407,Third Party,Bike,1,10433.83,192304,0,Yes,No,4
M03408,Comprehensive,Bike,1,26435.99,200627,10,Yes,No,4
M03409,Third Party,Car,0,17464.0,122248,10,No,No,0
M03410,Comprehensive,Car,13,3561.26,69498,30,Yes,No,4
M03411,Comprehensive,Car,8,12256.0,98048,0,No,No,0
M03412,Comprehensive,Car,3,21810.24,162211,10,Yes,Yes,3
M03413,Comprehensive,Car,4,24821.54,284295,20,No,No,2
M03414,Third Party,Truck,2,12039.0,276897,10,No,No,0
M03415,Comprehensive,Car,14,11646.32,118840,10,No,No,1
M03416,Comprehensive,Truck,6,2217.0,11085,30,Yes,No,0
M03417,Comprehensive,Truck,8,18884.57,368532,10,Yes,No,4
M03418,Comprehensive,Bike,9,15193.66,113001,10,Yes,Yes,3
M03419,Third Party,Bike,13,3226.09,57104,30,No,No,5
M03420,Third Party,Car,0,5077.73,97110,0,Yes,Yes,3
M03421,Third Party,Car,6,22193.97,466507,20,Yes,No,5
M03422,Comprehensive,Bike,1,26105.0,182735,0,No,Yes,0
M03423,Third Party,Car,13,7478.63,132379,10,Yes,No,2
M03424,Third Party,Car,5,26317.9,241695,40,No,No,1
M03425,Comprehensive,Car,10,5718.68,145824,30,No,No,3
M03426,Third Party,Car,4,2208.15,31122,50,No,Yes,4
M03427,Third Party,Car,13,23359.12,284262,40,Yes,Yes,5
M03428,Comprehensive,Car,1,5369.11,93136,40,No,No,4
M03429,Comprehensive,Bike,3,27271.52,255564,50,Yes,No,2
M03430,Comprehensive,Bike,11,6080.68,73997,40,No,No,5
M03431,Comprehensive,Truck,9,13019.51,318159,30,No,No,3
M03432,Third Party,Bike,13,5494.0,49446,20,No,No,0
M03433,Third Party,Bike,1,8075.33,201365,10,No,No,4
M03434,Third Party,Truck,2,10340.63,161505,40,Yes,No,2
M03435,Comprehensive,Car,11,19812.09,126300,10,No,Yes,3
M03436,Comprehensive,Bike,13,20819.17,420280,0,No,No,3
M03437,Third Party,Bike,5,4541.25,48250,20,No,No,3
M03438,Third Party,Car,12,15862.85,269664,50,Yes,No,3
M03439,Comprehensive,Car,10,15636.93,172990,50,No,No,5
M03440,Comprehensive,Bike,14,2398.16,38220,30,No,No,3
M03441,Third Party,Truck,14,6568.18,56968,10,Yes,No,4
M03442,Third Party,Truck,8,20347.03,338976,40,No,No,2
M03443,Third Party,Bike,8,16149.45,89330,30,No,Yes,5
M03444,Third Party,Bike,7,5129.5,70850,50,No,Yes,3
M03445,Comprehensive,Truck,4,21484.54,328845,50,No,No,1
M03446,Third Party,Truck,14,13170.22,282219,0,No,No,1
M03447,Third Party,Truck,8,5708.62,41608,20,No,Yes,2
M03448,Comprehensive,Bike,12,17799.0,231387,20,No,No,0
M03449,Comprehensive,Car,14,28890.0,635580,10,No,Yes,0
M03450,Comprehensive,Car,6,23747.81,288992,50,Yes,Yes,5
M03451,Third Party,Bike,2,7446.5,164760,40,No,No,5
M03452,Third Party,Truck,5,3343.6,22194,30,No,No,5
M03453,Third Party,Bike,3,7327.0,102578,0,No,Yes,0
M03454,Comprehensive,Car,2,6030.92,61540,20,No,No,1
M03455,Third Party,Car,0,2219.0,11095,30,Yes,No,0
M03456,Comprehensive,Truck,1,14479.34,125584,0,No,No,4
M03457,Third Party,Bike,2,14356.0,167783,30,Yes,No,3
M03458,Comprehensive,Car,12,16238.94,107790,50,No,No,5
M03459,Comprehensive,Truck,10,23275.98,475020,20,Yes,No,1
M03460,Comprehensive,Truck,6,22537.71,398939,20,Yes,Yes,2
M03461,Comprehensive,Car,6,5809.46,36294,40,No,No,2
M03462,Comprehensive,Bike,9,21356.59,544584,40,No,No,3
M03463,Third Party,Car,6,9888.2,110990,30,No,No,1
M03464,Comprehensive,Bike,1,13507.0,67535,20,No,Yes,0
M03465,Third Party,Bike,4,18042.0,216504,30,Yes,No,0
M03466,Third Party,Car,6,14838.14,353914,10,No,No,4
M03467,Comprehensive,Car,14,16602.63,234000,20,No,No,4
M03468,Comprehensive,Bike,10,20343.0,467889,0,No,No,0
M03469,Third Party,Car,12,22280.32,162393,20,Yes,No,2
M03470,Comprehensive,Car,6,21875.79,338814,40,No,No,5
M03471,Comprehensive,Car,4,28411.51,562077,30,No,No,2
M03472,Third Party,Car,10,5616.3,121780,0,No,Yes,4
M03473,Comprehensive,Truck,1,19638.91,229526,20,No,No,3
M03474,Comprehensive,Bike,12,6560.0,65600,40,No,No,0
M03475,Comprehensive,Car,4,19384.49,441336,20,No,Yes,4
M03476,Comprehensive,Car,2,27075.19,499018,10,Yes,No,4
M03477,Comprehensive,Bike,0,14602.84,177705,10,No,No,5
M03478,Comprehensive,Car,6,9180.0,211140,0,No,No,0
M03479,Third Party,Car,10,7647.17,84600,20,No,No,5
M03480,Comprehensive,Bike,0,26879.0,483822,40,No,No,0
M03481,Comprehensive,Car,14,13441.3,342010,40,No,No,5
M03482,Comprehensive,Bike,10,2482.63,18095,40,Yes,No,2
M03483,Comprehensive,Car,1,13489.16,300972,10,No,No,3
M03484,Comprehensive,Truck,10,7679.19,138703,30,No,No,3
M03485,Third Party,Truck,1,15547.0,108829,40,No,Yes,0
M03486,Third Party,Car,7,22258.74,363408,20,Yes,No,1
M03487,Comprehensive,Truck,7,24451.98,238590,20,No,No,4
M03488,Third Party,Truck,3,20442.45,531912,10,No,No,4
M03489,Comprehensive,Car,10,26546.0,530920,10,Yes,No,0
M03490,Third Party,Bike,14,6887.88,129540,40,Yes,No,5
M03491,Comprehensive,Car,5,8592.64,192896,50,No,No,1
M03492,Third Party,Bike,7,23040.0,191920,50,No,No,2
M03493,Third Party,Bike,10,19226.4,212700,40,No,No,5
M03494,Third Party,Car,1,6782.12,165066,30,No,No,5
M03495,Comprehensive,Car,1,24394.0,365910,0,No,No,0
M03496,Comprehensive,Truck,0,24180.0,145080,10,No,No,0
M03497,Comprehensive,Truck,7,5287.94,85995,50,No,No,4
M03498,Comprehensive,Bike,6,26242.0,288662,50,Yes,No,0
M03499,Third Party,Car,11,20157.0,241884,10,No,Yes,0
M03500,Comprehensive,Car,10,19868.0,456964,20,No,Yes,0
M03501,Third Party,Truck,3,22129.46,287904,0,Yes,No,4
M03502,Third Party,Car,0,26508.0,552020,20,Yes,Yes,2
M03503,Comprehensive,Car,4,16536.17,206616,20,Yes,No,2
M03504,Third Party,Car,9,20847.0,354399,0,Yes,Yes,0
M03505,Third Party,Truck,8,22484.57,536294,50,No,No,4
M03506,Comprehensive,Bike,5,7629.42,142992,10,No,Yes,2
M03507,Comprehensive,Car,3,19714.51,174480,20,Yes,Yes,5
M03508,Third Party,Truck,3,15605.54,341229,0,No,No,2
M03509,Third Party,Car,3,21838.54,181912,0,No,No,2
M03510,Comprehensive,Bike,13,17726.07,115308,10,No,No,4
M03511,Third Party,Bike,9,23435.05,440742,10,No,Yes,5
M03512,Comprehensive,Car,12,1870.56,28392,30,No,No,4
M03513,Third Party,Bike,2,24930.0,249300,50,Yes,No,0
M03514,Comprehensive,Truck,2,5378.91,114300,20,Yes,No,3
M03515,Third Party,Car,9,18102.58,150792,10,No,No,2
M03516,Comprehensive,Bike,5,8178.02,191158,20,Yes,Yes,3
M03517,Third Party,Car,7,8000.62,121436,10,No,Yes,4
M03518,Third Party,Car,6,17353.43,150512,0,No,No,4
M03519,Third Party,Car,5,14467.34,235275,40,No,No,4
M03520,Third Party,Bike,9,2712.52,40348,10,Yes,Yes,3
M03521,Comprehensive,Car,3,8629.68,224544,10,No,No,4
M03522,Third Party,Car,0,28615.0,257535,10,No,No,0
M03523,Third Party,Car,12,19936.99,324225,40,Yes,No,4
M03524,Third Party,Car,6,27190.1,582645,40,No,No,1
M03525,Comprehensive,Car,5,5793.98,116964,40,Yes,No,3
M03526,Comprehensive,Bike,4,4255.16,95524,30,No,No,1
M03527,Comprehensive,Bike,1,10313.92,167730,0,Yes,Yes,4
M03528,Comprehensive,Car,4,8029.0,184667,30,No,No,0
M03529,Third Party,Truck,7,17025.97,230464,30,No,No,2
M03530,Comprehensive,Bike,4,7067.76,132923,0,Yes,No,5
M03531,Third Party,Bike,2,10112.16,178992,30,No,No,5
M03532,Comprehensive,Bike,14,6700.08,65376,20,No,Yes,4
M03533,Third Party,Car,12,29184.0,525312,20,Yes,No,0
M03534,Third Party,Truck,12,11979.49,305472,0,Yes,No,3
M03535,Third Party,Car,13,22963.36,421776,10,No,Yes,1
M03536,Third Party,Bike,14,25399.64,155508,50,Yes,No,1
M03537,Comprehensive,Bike,2,10846.64,99612,10,No,No,1
M03538,Comprehensive,Car,14,23242.74,370425,40,Yes,No,3
M03539,Third Party,Car,14,12603.37,195202,50,Yes,Yes,5
M03540,Comprehensive,Car,8,5723.0,28615,40,Yes,Yes,0
M03541,Third Party,Bike,9,3153.93,50265,30,Yes,No,3
M03542,Comprehensive,Bike,6,23936.5,122125,20,No,No,1
M03543,Comprehensive,Car,3,13804.16,104762,0,No,No,4
M03544,Comprehensive,Car,9,25943.29,567273,0,No,No,2
M03545,Comprehensive,Truck,14,12574.33,106880,10,No,No,3
M03546,Comprehensive,Truck,6,26067.25,526224,0,No,Yes,3
M03547,Comprehensive,Bike,9,28971.0,202797,10,No,No,0
M03548,Comprehensive,Truck,13,8646.0,103752,50,No,No,0
M03549,Third Party,Car,7,4298.42,100474,40,No,Yes,3
M03550,Third Party,Car,14,18504.36,377640,10,No,No,1
M03551,Comprehensive,Car,11,7378.75,115245,50,Yes,No,2
M03552,Third Party,Truck,11,4073.0,65168,50,No,No,0
M03553,Comprehensive,Car,3,28358.26,231496,20,Yes,Yes,1
M03554,Comprehensive,Truck,13,6171.57,107056,10,Yes,No,4
M03555,Comprehensive,Bike,12,18975.0,436425,0,No,No,0
M03556,Comprehensive,Truck,2,17267.6,229060,50,No,Yes,1
M03557,Third Party,Bike,8,19884.2,121740,20,Yes,No,1
M03558,Comprehensive,Car,2,13681.86,341904,50,No,No,2
M03559,Third Party,Bike,6,28358.69,531504,20,No,No,2
M03560,Third Party,Car,10,26475.66,172224,30,No,No,4
M03561,Comprehensive,Car,7,13627.88,166872,40,Yes,No,1
M03562,Third Party,Car,0,20472.0,294424,20,No,No,5
M03563,Comprehensive,Car,6,16466.94,134424,50,Yes,No,1
M03564,Third Party,Bike,9,24357.66,202896,0,No,Yes,2
M03565,Comprehensive,Truck,8,20280.37,448720,10,No,No,5
M03566,Third Party,Bike,8,23886.0,429948,50,No,No,0
M03567,Comprehensive,Car,7,23512.0,117560,0,No,No,0
M03568,Comprehensive,Car,9,16496.27,122689,40,No,No,3
M03569,Third Party,Truck,0,9066.18,84960,10,No,No,2
M03570,Third Party,Truck,8,10682.53,113500,50,No,Yes,3
M03571,Comprehensive,Car,9,2768.71,18378,30,No,Yes,5
M03572,Comprehensive,Bike,12,7444.06,186024,0,Yes,No,2
M03573,Third Party,Car,0,14259.81,123680,40,Yes,No,4
M03574,Third Party,Truck,7,26497.24,378532,40,No,No,1
M03575,Third Party,Car,10,22721.62,541948,10,No,No,4
M03576,Comprehensive,Car,14,8866.56,78472,40,No,No,5
M03577,Third Party,Car,12,7997.25,49962,40,Yes,Yes,2
M03578,Comprehensive,Bike,4,11676.85,129180,20,No,No,5
M03579,Third Party,Car,2,12165.72,248280,0,No,Yes,1
M03580,Third Party,Car,4,29018.0,522324,50,No,Yes,0
M03581,Third Party,Car,10,17708.0,230204,40,Yes,No,0
M03582,Comprehensive,Truck,2,22698.36,602664,50,No,No,5
M03583,Comprehensive,Truck,12,5984.1,101728,50,No,No,3
M03584,Comprehensive,Truck,1,24740.86,257610,50,No,Yes,2
M03585,Comprehensive,Car,2,19520.13,325200,30,No,No,2
M03586,Comprehensive,Car,4,27079.0,460343,0,No,No,0
M03587,Third Party,Car,3,24233.38,183911,0,No,No,4
M03588,Third Party,Car,13,17435.18,338029,30,Yes,No,1
M03589,Comprehensive,Truck,8,9230.14,150105,20,No,Yes,4
M03590,Third Party,Car,1,4291.78,46530,20,No,No,4
M03591,Third Party,Car,8,27001.02,328581,30,Yes,No,5
M03592,Third Party,Car,5,2313.0,32382,10,No,No,0
M03593,Comprehensive,Bike,6,27278.0,190946,0,Yes,No,0
M03594,Third Party,Car,8,26926.0,592372,40,No,No,0
M03595,Third Party,Car,9,15381.12,340320,20,No,No,5
M03596,Third Party,Car,13,20622.46,438220,20,Yes,No,3
M03597,Comprehensive,Car,4,26650.91,520092,10,No,No,4
M03598,Third Party,Bike,10,5982.15,86034,10,No,No,5
M03599,Comprehensive,Bike,6,17868.24,148840,10,No,No,2
M03600,Comprehensive,Truck,13,15041.04,122784,20,No,No,1
M03601,Third Party,Bike,13,14627.06,93246,20,No,No,3
M03602,Comprehensive,Bike,5,25950.97,162126,10,No,No,2
M03603,Third Party,Car,10,9633.21,156660,20,Yes,Yes,4
M03604,Comprehensive,Bike,14,19409.0,232908,30,No,No,0
M03605,Comprehensive,Car,12,15856.43,240674,50,No,Yes,4
M03606,Comprehensive,Car,10,6440.44,135375,50,No,No,5
M03607,Comprehensive,Car,7,4841.2,54340,10,Yes,No,1
M03608,Third Party,Truck,4,17848.82,197460,50,No,No,5
M03609,Comprehensive,Car,2,23774.51,176820,20,No,Yes,3
M03610,Comprehensive,Car,14,22525.55,526526,40,No,Yes,3
M03611,Comprehensive,Bike,8,19114.9,175545,50,No,Yes,1
M03612,Third Party,Car,13,25379.53,475668,40,No,No,2
M03613,Third Party,Car,10,12690.73,105712,0,Yes,Yes,2
M03614,Third Party,Bike,4,20722.22,154119,30,Yes,Yes,3
M03615,Third Party,Car,4,3681.0,50843,40,No,No,3
M03616,Comprehensive,Bike,4,4649.0,27894,50,No,Yes,0
M03617,Comprehensive,Bike,12,5187.12,97218,0,No,Yes,2
M03618,Comprehensive,Bike,9,25721.08,603658,20,No,No,1
M03619,Third Party,Bike,7,21000.11,437320,30,No,No,2
M03620,Comprehensive,Car,4,6774.0,128706,30,No,Yes,0
M03621,Third Party,Car,0,22670.33,125400,20,No,No,5
M03622,Third Party,Car,14,24788.17,605751,40,No,No,3
M03623,Comprehensive,Car,5,9937.11,84464,10,No,No,3
M03624,Third Party,Truck,9,25404.0,609696,30,Yes,Yes,0
M03625,Comprehensive,Bike,8,15413.44,361744,10,No,No,1
M03626,Third Party,Car,3,21425.29,227640,0,No,Yes,3
M03627,Comprehensive,Car,13,19556.05,148414,40,Yes,No,4
M03628,Comprehensive,Truck,11,7071.18,120208,10,Yes,No,3
M03629,Comprehensive,Truck,0,20203.55,262848,0,Yes,Yes,4
M03630,Comprehensive,Car,6,12343.0,123430,10,No,No,0
M03631,Third Party,Bike,3,22214.0,510922,50,Yes,No,0
M03632,Third Party,Car,6,23221.09,493440,40,No,No,3
M03633,Third Party,Truck,5,21851.98,318542,30,Yes,No,2
M03634,Comprehensive,Car,6,5370.03,75686,50,Yes,No,4
M03635,Comprehensive,Bike,11,5582.08,28480,0,No,No,1
M03636,Comprehensive,Car,0,13859.05,353400,50,No,Yes,3
M03637,Third Party,Car,1,5877.06,65967,50,Yes,No,1
M03638,Third Party,Truck,0,7250.0,115545,0,Yes,Yes,3
M03639,Third Party,Truck,2,6235.88,38958,10,No,No,2
M03640,Comprehensive,Car,10,11038.84,126434,10,Yes,No,2
M03641,Comprehensive,Bike,2,11505.59,71880,10,No,No,2
M03642,Comprehensive,Bike,3,7134.65,149967,40,No,No,5
M03643,Comprehensive,Bike,8,24229.93,555038,0,Yes,No,2
M03644,Comprehensive,Truck,5,17701.0,389422,20,No,No,0
M03645,Third Party,Car,8,27364.0,574644,20,No,No,0
M03646,Comprehensive,Bike,7,11734.7,155784,0,No,No,5
M03647,Comprehensive,Bike,4,17769.42,308240,20,Yes,No,4
M03648,Comprehensive,Car,1,22982.96,257972,20,No,No,1
M03649,Comprehensive,Car,1,1952.97,18675,0,No,Yes,3
M03650,Third Party,Car,5,10914.06,255112,30,No,Yes,3
M03651,Comprehensive,Car,6,22966.82,355712,10,No,No,5
M03652,Third Party,Truck,2,12539.0,175546,30,Yes,No,0
M03653,Comprehensive,Car,10,13540.93,330901,0,Yes,No,3
M03654,Third Party,Car,8,20543.0,390317,50,No,Yes,0
M03655,Comprehensive,Car,5,25509.01,138280,10,No,No,4
M03656,Comprehensive,Bike,1,10013.64,173706,10,No,No,1
M03657,Comprehensive,Car,8,8238.59,116116,40,No,No,4
M03658,Third Party,Car,13,12260.78,325536,0,Yes,No,5
M03659,Comprehensive,Car,5,10477.0,229089,30,No,Yes,2
M03660,Comprehensive,Car,10,8746.36,109284,10,No,Yes,2
M03661,Comprehensive,Car,11,19015.92,178200,20,No,No,2
M03662,Comprehensive,Truck,9,22555.59,513534,40,No,No,4
M03663,Third Party,Bike,11,21025.29,424441,30,Yes,No,3
M03664,Third Party,Car,9,28106.4,401520,50,Yes,No,1
M03665,Comprehensive,Car,10,8005.89,175056,50,Yes,No,2
M03666,Comprehensive,Car,6,14029.75,93126,10,No,No,5
M03667,Comprehensive,Car,7,3727.77,78356,30,Yes,No,5
M03668,Comprehensive,Car,6,24410.49,177919,0,Yes,Yes,2
M03669,Comprehensive,Car,8,6438.52,107264,50,No,Yes,2
M03670,Comprehensive,Bike,2,11125.94,193001,30,No,Yes,1
M03671,Third Party,Car,11,17085.52,213480,50,No,No,2
M03672,Third Party,Bike,1,5146.96,26260,0,No,Yes,1
M03673,Comprehensive,Car,12,18837.71,500160,30,No,No,5
M03674,Comprehensive,Truck,9,16571.7,276080,30,Yes,No,2
M03675,Third Party,Truck,10,20181.42,415720,0,No,Yes,4
M03676,Third Party,Car,3,10575.87,263718,50,Yes,No,4
M03677,Comprehensive,Bike,14,9307.67,92673,50,No,Yes,5
M03678,Comprehensive,Car,10,13379.94,273060,50,No,No,1
M03679,Comprehensive,Car,6,5314.69,57620,10,Yes,No,4
M03680,Comprehensive,Car,1,25356.52,413984,40,No,Yes,1
M03681,Third Party,Car,9,21760.51,566208,20,No,No,4
M03682,Comprehensive,Car,11,24409.55,344032,0,No,No,4
M03683,Third Party,Car,11,5964.28,85204,0,Yes,Yes,1
M03684,Comprehensive,Truck,3,20797.52,265164,0,No,No,3
M03685,Comprehensive,Car,9,19193.56,457798,0,No,No,4
M03686,Comprehensive,Truck,14,2134.01,26664,30,No,Yes,2
M03687,Third Party,Truck,5,6499.19,79090,40,No,No,5
M03688,Comprehensive,Truck,7,6999.64,52059,10,Yes,No,3
M03689,Comprehensive,Bike,2,25635.82,392385,30,Yes,No,1
M03690,Comprehensive,Truck,0,14573.42,340648,50,No,No,3
M03691,Third Party,Truck,0,2480.0,52080,30,No,No,0
M03692,Third Party,Car,11,19613.0,372647,50,No,No,0
M03693,Comprehensive,Bike,5,27334.38,592700,20,No,No,4
M03694,Comprehensive,Car,13,15351.9,249660,30,Yes,No,4
M03695,Comprehensive,Truck,1,5050.74,110439,50,No,No,2
M03696,Comprehensive,Bike,9,25183.23,445760,40,No,No,5
M03697,Third Party,Car,4,6504.58,34555,30,No,Yes,3
M03698,Comprehensive,Truck,5,15241.0,213374,0,Yes,No,0
M03699,Comprehensive,Truck,4,21294.71,184696,20,No,No,4
M03700,Comprehensive,Bike,2,6834.55,158781,30,No,No,5
M03701,Third Party,Truck,2,18649.72,356670,50,No,Yes,3
M03702,Comprehensive,Car,10,8721.91,47280,40,No,No,4
M03703,Comprehensive,Car,9,5508.38,65692,50,No,No,4
M03704,Third Party,Bike,8,19157.0,325669,40,No,No,0
M03705,Third Party,Bike,9,18070.0,271050,20,No,No,0
M03706,Comprehensive,Bike,11,14249.67,123592,30,Yes,Yes,4
M03707,Third Party,Bike,14,15624.14,223202,20,No,Yes,1
M03708,Third Party,Bike,12,24561.74,452693,40,No,No,4
M03709,Comprehensive,Bike,6,16909.65,430261,20,Yes,No,5
M03710,Third Party,Truck,8,12805.24,305426,30,Yes,Yes,4
M03711,Third Party,Bike,8,12262.39,191520,10,Yes,No,2
M03712,Third Party,Bike,6,20360.48,190800,30,No,Yes,2
M03713,Comprehensive,Car,9,23985.03,424558,10,No,No,2
M03714,Comprehensive,Truck,4,13659.24,83628,40,No,No,1
M03715,Comprehensive,Bike,1,16466.94,386469,40,Yes,Yes,1
M03716,Comprehensive,Bike,12,21018.93,387396,40,No,No,4
M03717,Comprehensive,Car,7,16802.2,297415,30,No,No,2
M03718,Third Party,Car,6,29013.88,444090,40,No,No,1
M03719,Comprehensive,Car,13,28562.0,599802,50,No,No,0
M03720,Third Party,Car,0,2596.47,22520,20,No,Yes,4
M03721,Third Party,Car,0,3622.01,52091,20,No,No,5
M03722,Third Party,Bike,2,10885.83,150358,50,Yes,No,3
M03723,Comprehensive,Car,6,6972.18,113385,40,No,No,4
M03724,Third Party,Car,14,22378.72,213993,0,No,No,3
M03725,Comprehensive,Car,1,13948.85,246908,0,No,No,2
M03726,Third Party,Bike,11,10907.47,208602,10,No,No,3
M03727,Comprehensive,Car,4,28424.0,710304,30,Yes,No,2
M03728,Comprehensive,Car,8,4006.0,24036,0,No,Yes,0
M03729,Third Party,Bike,3,6856.58,116560,40,Yes,Yes,3
M03730,Third Party,Car,6,8558.65,46395,50,No,No,4
M03731,Third Party,Car,3,9316.84,194020,50,Yes,No,2
M03732,Comprehensive,Truck,6,27533.61,686573,20,Yes,No,4
M03733,Third Party,Truck,5,6893.32,91442,10,No,No,1
M03734,Comprehensive,Bike,14,22043.1,344280,20,No,No,2
M03735,Third Party,Truck,9,12451.03,291038,40,Yes,No,3
M03736,Third Party,Car,13,9920.93,165280,10,No,No,2
M03737,Comprehensive,Car,8,27553.9,149365,0,No,Yes,4
M03738,Comprehensive,Car,4,5439.0,65268,40,No,Yes,0
M03739,Third Party,Car,8,6067.81,37908,40,No,No,2
M03740,Comprehensive,Car,5,6709.76,49903,30,No,No,3
M03741,Third Party,Car,8,27122.48,332112,30,No,No,1
M03742,Comprehensive,Truck,12,26601.49,529722,0,No,Yes,5
M03743,Third Party,Bike,1,10984.0,109840,20,No,No,0
M03744,Comprehensive,Car,13,13667.08,306812,50,Yes,No,1
M03745,Comprehensive,Car,6,20447.88,298074,0,Yes,Yes,2
M03746,Third Party,Car,2,17792.48,289350,50,No,No,4
M03747,Third Party,Car,8,6320.07,109632,0,Yes,No,4
M03748,Third Party,Car,11,19478.91,413920,50,No,Yes,3
M03749,Third Party,Car,6,25461.05,165624,50,No,No,4
M03750,Third Party,Car,1,29779.0,714696,40,No,No,0
M03751,Comprehensive,Bike,14,18097.79,117726,20,No,Yes,4
M03752,Comprehensive,Car,4,10487.7,144859,50,Yes,No,3
M03753,Third Party,Truck,3,25833.15,228632,0,No,No,5
M03754,Comprehensive,Car,14,4388.07,45690,50,Yes,No,2
M03755,Third Party,Car,1,22066.15,321664,40,No,Yes,2
M03756,Third Party,Bike,9,25315.32,219568,30,No,No,4
M03757,Comprehensive,Bike,3,15080.24,184656,30,Yes,No,1
M03758,Comprehensive,Bike,2,13532.04,309980,30,Yes,Yes,2
M03759,Comprehensive,Car,12,14441.94,271609,0,No,Yes,5
M03760,Comprehensive,Car,7,23246.44,126015,20,No,No,4
M03761,Third Party,Car,11,4191.13,93513,40,No,No,3
M03762,Comprehensive,Car,13,5663.06,144095,10,No,Yes,5
M03763,Third Party,Bike,3,16277.95,405904,0,Yes,Yes,4
M03764,Comprehensive,Car,12,4824.23,90729,30,No,No,5
M03765,Comprehensive,Truck,10,7684.16,128016,0,No,Yes,2
M03766,Comprehensive,Car,6,21656.83,115050,40,Yes,No,3
M03767,Comprehensive,Bike,0,19897.33,517728,0,Yes,No,4
M03768,Comprehensive,Truck,9,14549.0,218235,10,Yes,Yes,0
M03769,Third Party,Car,5,10722.06,148096,10,No,Yes,3
M03770,Comprehensive,Car,11,27542.0,495756,0,Yes,Yes,0
M03771,Third Party,Bike,11,2271.55,52773,20,No,No,5
M03772,Comprehensive,Bike,10,17676.26,396814,50,Yes,No,1
M03773,Third Party,Car,2,15379.08,147060,0,Yes,Yes,3
M03774,Third Party,Bike,9,6891.49,99112,10,Yes,No,5
M03775,Third Party,Car,13,12464.0,174496,40,No,Yes,0
M03776,Comprehensive,Car,3,27169.72,678960,50,Yes,No,2
M03777,Third Party,Bike,4,18014.22,168813,20,No,No,2
